GVKEY,LPERMCO,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,at,capx,cshpri,dlc,dltt,dvc,lct,oibdp,pi,ppent,prstkc,pstkl,re,sale,sstk,txditc,xrd,xsga,costat,mkvalt,prcc_f,gind,gsubind,naics,sic,spcindcd,market_share,market_value,CI
10877,4691,2012/12/31,2012,INDL,C,D,STD,UNTC,UNIT CORP,USD,195.644,3761.12,1360.866,47.909,0,716.359,0,207.139,371.403,39.402,3477.222,0,0,1541.104,1315.123,0.215,695.776,,33.086,A,2188.6191,45.05,101020,10102010,2111,1311,395,0.00297366059096847,2188.6191,0.462512885192047
10938,4722,2012/12/31,2012,INDL,C,D,STD,USEG,U S ENERGY CORP/WY,USD,26.015,140.827,42.413,27.467,0.2,10,0,13.253,7.412,-9.495,110.808,0,0,-7.238,32.534,0.051,0,0,6.81,A,41.4795,1.5,101020,10102020,211120,1311,305,7.35635173794149e-05,41.4795,0.350877338120569
6194,6291,2012/12/31,2012,INDL,C,D,STD,ISRL,ISRAMCO INC,USD,17.386,153.958,16.997,2.718,18.184,73.906,0,35.73,18.883,3.542,132.613,0,0,-4.547,49.866,0,0,,4.505,I,282.6448,103.99,101020,10102020,211120,1311,380,0.000112753376702585,282.6448,0.133420726250844
14010,6913,2012/12/31,2012,INDL,C,D,STD,TGA,TRANSGLOBE ENERGY CORP,USD,310.804,653.425,51.651,73.38,0,115.627,0,48.587,236.724,175.809,333.659,0,0,265.425,317.541,3.333,52.363,,28.374,A,692.9257,9.39,101020,10102020,211120,1311,380,0.000718000641549665,692.9257,0.171185682326622
13431,9309,2012/12/31,2012,INDL,C,D,STD,BRY,BERRY CORP,USD,157.025,3325.402,754.264,54.912,0,1665.817,17.549,286.632,545.633,259.66,3128.502,0,0,649.539,974.832,3.687,255.471,,92.697,A,1818.1416,33.55,101020,10102020,211120,1311,380,0.00220421930208427,1818.1416,0.297964006379096
23002,9465,2012/12/31,2012,INDL,C,D,STD,CRK.5,COMSTOCK RESOURCES INC -OLD,USD,77.146,2567.143,588.111,46.422,0,1324.383,0,139.058,209.355,-147.414,2470.053,0,0,428.735,431.923,0,149.901,,95.247,I,731.9489,15.1201,101020,10102020,211111,1311,380,0.000976632910710918,731.9489,0.23432164137626
15291,10147,2012/12/31,2012,INDL,C,D,STD,HNR,HARVEST NATURAL RESOURCES,USD,79.519,596.837,23.575,37.424,0,74.839,0,38.982,-41.782,2.302,82.536,,0,181.378,0,0.719,,,41.782,A,356.9499,9.07,101020,10102020,211111,1311,380,0,356.9499,0.352924444976721
24005,10924,2012/12/31,2012,INDL,C,D,STD,AXAS,ABRAXAS PETROLEUM CORP/NV,USD,23.021,240.607,68.552,91.914,0.657,124.101,0,54.49,7.142,-18.481,212.832,0,0,-205.225,68.573,0.431,0,,10.712,A,203.0853,2.19,101020,10102020,212230,1311,380,0.000155052286139381,203.0853,0.381794689003743
19433,11270,2012/09/30,2012,INDL,C,D,STD,PHX,PHX MINERALS INC,USD,11.623,135.187,45.292,8.361,0,14.875,2.321,7.628,29.258,10.645,121.617,1.159,0,84.821,48.045,0,26.709,,7.369,A,253.0582,30.67,101020,10102020,2111,1311,380,0.000108635863788467,253.0582,0.471129141311697
25874,11777,2012/12/31,2012,INDL,C,D,STD,PQUEQ,PETROQUEST ENERGY INC,USD,89.584,433.403,149.514,62.459,0,200,0,120.903,-58.241,-130.443,338.709,0,0.001,-189.007,141.591,0,0,,22.957,I,310.7016,4.95,101020,10102020,211111,1311,380,0.000320155283373355,310.7016,0.366694953082157
26013,11857,2012/12/31,2012,INDL,C,D,STD,SM,SM ENERGY CO,USD,340.564,4199.529,1513.601,65.138,0,1440,6.511,541.546,695.59,-83.517,3677.197,0,0,1181.383,1532.12,5.816,537.383,,181.159,A,3456.041,52.21,101020,10102020,2111,1311,380,0.00346431844370041,3456.041,0.488788801783613
27199,11923,2012/12/31,2012,INDL,C,D,STD,EGY,VAALCO ENERGY INC,USD,149.125,267.956,71.915,57.673,0,0,0,45.063,106.506,87.152,106.608,0,0,181.37,195.287,3.335,0,,54.437,A,500.6447,8.65,101020,10102020,2111,1311,380,0.000441568777846985,500.6447,0.720244772053522
27786,11937,2012/12/31,2012,INDL,C,D,STD,CHK,CHESAPEAKE ENERGY CORP,USD,2948,41611,14742,643,463,12356,231,6266,1197,-974,37167,0,3062,255,12316,0,2807,,535,A,11040.9984,16.62,101020,10102020,2111,1311,380,0.027848044508664,11040.9984,0.401262963063774
28296,12146,2012/12/31,2012,INDL,C,D,STD,CWEI,CLAYTON WILLIAMS ENERGY INC,USD,124.47,1574.584,526.521,12.164,1.083,810.403,0,120.914,233.554,57.111,1420.358,0,0,224.873,420.975,0.012,155.83,,37.876,I,486.6,40,101020,10102020,211111,1311,380,0.000951878088424393,486.6,0.493204540110964
25745,12183,2012/12/31,2012,INDL,C,D,STD,CXPO,CRIMSON EXPLORATION INC,USD,24.824,368.62,79.334,44.148,0,239.369,0,38.685,78.195,-126.711,300.828,0.196,0,-165.344,115.904,0.038,0,,19.946,I,126.2154,2.74,101020,10102020,211111,1311,380,0.000262073704996118,126.2154,0.199944049740285
30234,13097,2012/12/31,2012,INDL,C,D,STD,MMR,MCMORAN EXPLORATION CO,USD,213.146,2677.122,505.132,161.702,67.832,489.47,0,357.514,40.489,-97.033,2394.522,0,712.082,-1227.567,376.888,,0,,181.258,I,2601.7692,16.05,101020,10102020,211111,1311,202,0.000852191766708456,2601.7692,0.231507393009662
15060,13311,2012/12/31,2012,INDL,C,D,STD,CPE,CALLON PETROLEUM CO/DE,USD,19.923,378.173,133.299,39.522,0,120.668,0,38.477,64.244,4.97,279.579,0,0,-122.543,110.733,0,0,,18.758,A,187.0647,4.7,101020,10102020,2111,1311,380,0.00025038141544153,187.0647,0.588714093912306
28791,13414,2012/12/31,2012,INDL,C,D,STD,ROYL,ROYALE ENERGY INC,USD,6.54,17.503,4.537,11.133,2.259,0,0,15.887,-2.835,-4.526,10.956,0,0.154,-34.187,4.395,2.42,0,,5.439,A,32.3661,2.58,101020,10102020,211120,1311,380,9.93765472682512e-06,32.3661,0.561857585139319
20653,13960,2012/12/31,2012,INDL,C,D,STD,DEN,DENBURY INC,USD,1542.754,11139.342,1740.157,385.205,36.966,3104.462,0,616.421,1514.881,856.857,8077.11,251.48,0,2434.487,2436.32,0,2153.452,,196.855,A,6084.1044,16.2,101020,10102020,2111,1311,380,0.00550882979842061,6084.1044,0.217204000436865
62626,14518,2012/06/30,2012,INDL,C,D,STD,EPM,EVOLUTION PETROLEUM CORP,USD,16.77,58.955,7.121,27.784,0,0,0,5.089,10.044,8.833,40.568,0,7.933,18.059,17.962,6.93,6.205,,6.143,A,232.5359,8.34,101020,10102020,211120,1311,175,4.06143695570496e-05,232.5359,0.212459348987081
28460,14702,2012/12/31,2012,INDL,C,D,STD,FXEN,FX ENERGY INC,USD,47.119,105.954,16.571,52.274,7.014,33,0,16.724,-5.694,4.118,57.089,0,0,-167.767,36.598,0,0,,34.489,I,218.8398,4.1099,101020,10102020,211111,1311,380,8.27527389516145e-05,218.8398,0.345978787372641
162909,15327,2012/12/31,2012,INDL,C,D,STD,BPZRQ,BPZ RESOURCES INC,USD,179.346,527.43,82.203,115.631,24.046,197.16,0,120.507,-1.992,-54.703,238.557,,0,-373.875,122.958,0.096,0,,72.492,I,368.3358,3.15,101020,10102020,211111,1311,,0.000278023697360856,368.3358,0.215415537654415
29453,15434,2012/12/31,2012,INDL,C,D,STD,LNG,CHENIERE ENERGY INC,USD,748.563,4639.085,1117.956,181.768,0,2167.113,0,159.763,-9.425,-345.637,3282.305,20.414,0,-1620.336,266.22,1200.705,,,218.193,A,4195.3957,18.78,101020,10102040,211130,1311,380,0.000601957324545025,4195.3957,0.530558878929577
65220,15633,2012/12/31,2012,INDL,C,D,STD,CRZO,CARRIZO OIL & GAS INC,USD,208.705,1883.996,739.887,39.591,0,967.808,0,298.918,264.646,82.133,1487.674,0,0,-82.482,368.18,0.107,0,,48.708,I,840.2518,20.92,101020,10102020,2111,1311,380,0.000832501869697946,840.2518,0.56457771530865
7422,16277,2012/12/31,2012,INDL,C,D,STD,EXCE,EXCO RESOURCES INC,USD,361.866,2323.732,536.923,214.321,0,1848.972,34.658,237.931,-1091.443,-1393.285,1357.436,0,0,-3043.41,546.609,1.968,0,,83.818,A,1473.064,6.77,101020,10102020,211130,1311,380,0.0012359525625882,1473.064,0.210409020121436
1380,20064,2012/12/31,2012,INDL,C,D,STD,HES,HESS CORP,USD,8387,43441,7795,338.4,787,7324,136,8382,7245,3738,28807,0,0,17224,37691,11,2662,,2611,A,18087.3229,52.96,101020,10102020,2111,1311,385,0.0852241511510274,18087.3229,0.315433797345419
11923,20194,2012/12/31,2012,INDL,C,D,STD,APC,ANADARKO PETROLEUM CORP,USD,6795,52589,7242,500,0,13269,181,3994,6912,3565,38398,37,0,13189,13307,103,8759,,2088,I,37192.155,74.31,101020,10102020,2111,1311,380,0.0300888217178298,37192.155,0.193114850270659
1678,20204,2012/12/31,2012,INDL,C,D,STD,APA,APA CORP,USD,4962,60737,9531,389,990,11355,264,5536,10357,4877,53280,0,1265,20030,16947,0,8024,,531,A,30743.8185,78.5,101020,10102020,2111,1311,380,0.038319325291355,30743.8185,0.209712198556592
2052,20271,2012/09/30,2012,INDL,C,D,STD,BRN,BARNWELL INDUSTRIES,USD,18.885,69.89,6.879,8.277,5.764,11.4,0,14.315,0.062,-12.059,48.674,0,0,26.417,34.04,0,3.307,,8.268,A,26.6519,3.22,101020,10102020,2111,1311,380,7.69687751765932e-05,26.6519,0.124716717733017
2697,20386,2012/12/31,2012,INDL,C,D,STD,NXY,NEXEN INC,CAD,3568,20537,3124,529.5,0,4328,106,3156,3755,1654,15947,0,195,7415,6754,232,1616,,1020,I,14083.0831,26.57,101020,10102020,211111,1311,380,0.015271654158129,14083.0831,0.200629375120416
4430,20662,2012/12/31,2012,INDL,C,D,STD,EQT,EQT CORP,USD,852.845,8849.862,1399.385,149.619,23.204,2502.969,131.803,570.465,980.85,301.707,7715.298,0,0,2295.049,1641.608,7.871,1666.029,,,A,8853.4288,58.98,101020,10102020,2111,4923,710,0.00371188475558451,8853.4288,0.205601156221382
7620,21236,2012/12/31,2012,INDL,C,D,STD,MUR,MURPHY OIL CORP,USD,4108.583,17522.643,3674.621,193.902,0.046,2245.201,714.429,3409.081,3172.867,1622.982,13011.606,253.341,0,8126.29,28616.331,12.324,1544.336,,605.667,A,11352.6716,59.55,101020,10102020,2111,1311,380,0.0647051688342531,11352.6716,0.350794150994893
8068,21322,2012/12/31,2012,INDL,C,D,STD,OXY,OCCIDENTAL PETROLEUM CORP,USD,9492,64210,10226,809.345,600,7023,1750,7290,13721,7753,52064,583,0,37488,24172,85,6039,,1927,A,61710.4275,76.61,101020,10102010,2111,1311,385,0.0546559704338605,61710.4275,0.223842045355048
14359,21366,2012/12/31,2012,INDL,C,D,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,1050.355,13069.03,3054.882,122.966,0,3721.193,9.989,1034.79,985.244,280.057,11296.044,63.325,0,2514.64,2811.66,7.271,2140.416,,359.375,A,13148.516,106.59,101020,10102020,211120,1311,380,0.00635752133998296,13148.516,0.332995565047174
8387,21368,2012/12/31,2012,INDL,C,D,STD,GDP,GOODRICH PETROLEUM CORP,USD,32.573,768.385,252.416,36.39,0,568.671,0,111.883,86.788,-84.202,719.749,0,82.5,-597.176,180.845,0.016,0,,46.104,A,341.8669,9.32,101020,10102020,211130,1311,380,0.000408913576580817,341.8669,0.349042958324921
8549,21401,2012/12/31,2012,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,23989,117144,14172,1243.799,1727,23580,3278,17443,19790,15423,67263,5098,0,39425,57967,138,13185,221,2606,A,70748.7858,57.99,101020,10102020,2111,1311,385,0.131070769408389,70748.7858,0.168353528153956
7017,21795,2012/12/31,2012,INDL,C,D,STD,MRO,MARATHON OIL CORP,USD,3762,35306,4940,706,384,6512,480,5081,8648,6113,28272,0,0,13457,15688,0,2432,,1284,A,21676.62,30.66,101020,10102020,2111,1311,385,0.0354725659509516,21676.62,0.195071868583162
16478,22113,2012/12/31,2012,INDL,C,D,STD,EOG,EOG RESOURCES INC,USD,3589.884,27336.578,7355.116,267.577,406.579,5905.602,183.993,2924.058,5686.413,1280.74,23337.681,58.592,0,10615.526,11448.814,82.887,4327.396,,3567.578,A,32810.4293,120.79,101020,10102020,2111,1311,380,0.0258872265218752,32810.4293,0.345491888138114
20548,26024,2012/12/31,2012,INDL,C,D,STD,COG,CABOT OIL & GAS CORP,USD,270.31,4616.313,927.977,209.538,75,1012,16.757,444.139,720.903,237.84,4310.977,0,0,1397.144,1204.546,0,882.672,,144.715,A,10446.6435,49.74,101020,10102020,2111,1311,380,0.00272363191139438,10446.6435,0.235851363193669
1682,26215,2012/12/31,2012,INDL,C,D,STD,APAGF,APCO OIL AND GAS INTL INC,USD,64.577,336.707,54.413,29.441,0.5,7.5,0.589,28.136,51.598,52.179,155.416,0,0,287.334,133.263,0,0,,24.998,I,362.4187,12.31,101020,10102020,211111,1311,380,0.000301324614757883,362.4187,0.432312398204425
7309,27321,2013/03/31,2012,INDL,C,D,STD,MXC,MEXCO ENERGY CORP,USD,0.741,17.935,1.314,2.037,0,2.95,0,0.432,0.985,-0.208,17.078,0.015,0,5.465,3.096,0.016,0.853,,1.029,A,12.9427,6.3538,101020,10102020,211120,1311,380,7.00045029220719e-06,12.9427,0.0837209302325582
14316,27937,2012/12/31,2012,INDL,C,D,STD,TLM,TALISMAN ENERGY INC,USD,2162,21858,3767,1025,26,4489,277,2476,3518,-174,16521,25,200.844,7959,7229,13,1981,,1125,I,11618.3485,11.33,101020,10102020,211111,1311,380,0.0163456896519269,11618.3485,0.189649096309722
28564,29930,2012/12/31,2012,INDL,C,D,STD,SGY,STONE ENERGY CORP,USD,519.843,2776.431,569.225,48.319,0,914.126,0,219.495,642.661,234.023,2204.21,70.83,0,-513.966,951.489,40.17,310.83,,53.648,I,992.6755,20.52,101020,10102020,211111,1311,380,0.00215143780622801,992.6755,0.301780810297844
29173,30044,2012/12/31,2012,INDL,C,D,STD,NFX,NEWFIELD EXPLORATION CO,USD,866,7912,1789,135,0,3045,0,959,-6,-988,6902,7,0,1293,2567,2,934,,218,I,3623.7089,26.78,101020,10102020,211111,1311,380,0.00580431392121959,3623.7089,0.223067331670823
25495,30882,2012/12/31,2012,INDL,C,D,STD,DYN.2,DYNEGY INC,USD,1043,4535,109,100,29,1386,0,347,60,8,3022,0,0,-96,1293,0,0,,78,I,1912.9809,19.13,551050,55105010,221112,1311,710,0.00292363767048575,1912.9809,0.0326934613077385
112876,34829,2012/12/31,2012,INDL,C,D,STD,EPD,ENTERPRISE PRODCT PARTNRS LP,USD,5843.1,35934.4,3621.9,861.8,1546.6,14655.2,2178.6,7755.7,4046.7,2410.8,24846.4,0,0,,42583.1,816.8,22.5,,170.3,A,45012.555,50.08,101020,10102040,486210,1311,380,0.096285812286204,45012.555,0.163210403936625
118795,35017,2012/12/31,2012,INDL,C,D,STD,KWKAQ,QUICKSILVER RESOURCES INC,USD,207.513,1381.788,485.479,170.106,0,2063.206,0,167.791,-2336.034,-2648.176,1029.058,3.144,0,-1836.486,709.038,0.011,0,,68.497,I,495.0488,2.86,101020,10102020,211111,1311,380,0.00160322521779264,495.0488,0.140290806090069
120093,35026,2012/12/31,2012,INDL,C,D,STD,CNX,CNX RESOURCES CORPORATION,USD,1539.094,12670.909,1575.23,227.594,76.404,3174.586,142.278,1387.099,1002.835,497.274,10190.967,9.485,0,1655.209,5046.497,8.278,0,,148.071,A,7321.8495,32.1,101020,10102020,2111,1311,360,0.0114107724154628,7321.8495,0.168899821753608
14934,35222,2012/12/31,2012,INDL,C,D,STD,DVN,DEVON ENERGY CORP,USD,8971,43326,8225,400,3189,8455,324,6003,3052,-317,27316,0,0,17549,9502,27,4693,,692,A,21128.24,52.04,101020,10102020,2111,1311,380,0.0214852321306695,21128.24,0.332001291676758
62204,36564,2012/12/31,2012,INDL,C,D,STD,TGC,TENGASCO INC,USD,3.303,44.167,8.131,60.778,0.1,10.246,0,1.688,10.894,6.557,25.021,0,0,-25.626,20.557,0.052,0,0,2.613,I,36.5113,0.6001,101020,10102020,211120,1311,380,4.64819950442193e-05,36.5113,0.295704985998473
15055,37900,2012/12/31,2012,INDL,C,D,STD,CNQ,CANADIAN NATURAL RESOURCES,CAD,1914,48980,6113,1097.084,798,7938,460,3976,7532,2609,46639,318,0,20574,14589,194,8174,,270,A,31276.9421,28.64,101020,10102020,2111,1311,380,0.0329875869874065,31276.9421,0.138597923185054
64879,38435,2012/12/31,2012,INDL,C,D,STD,IVANF,IVANHOE ENERGY INC,USD,99.99,402.057,7.332,344.139,0,65.214,0,16.156,-51.704,-66.45,203.363,0,0,-312.869,0,0,14.351,,51.704,I,242.6524,0.7051,101020,10102020,211111,1311,380,0,242.6524,0.0320437739279408
140905,41004,2012/12/31,2012,INDL,C,D,STD,EPL,EPL OIL & GAS INC,USD,86.009,1705.627,764.965,38.885,0,689.911,0,192.349,273.154,88.71,1598.067,8.798,0,55.941,423.633,0.441,67.694,,42.007,I,881.7727,22.55,101020,10102020,211111,1311,380,0.00095788816493495,881.7727,0.984336115336015
20214,41005,2012/12/31,2012,INDL,C,D,STD,ERF,ENERPLUS CORP,CAD,224.805,5412.162,1050.021,195.633,45.566,1023.999,277.948,356.357,216.824,-216.967,5016.267,0,0,-804.577,1188.706,350.948,365.473,,93.844,A,2563.0236,12.9,101020,10102020,2111,1311,850,0.00268781565408541,2563.0236,0.201663014398451
108482,41161,2012/12/31,2012,INDL,C,D,STD,EQU,EQUAL ENERGY LTD,CAD,43.033,226.222,20.841,35.062,0,45,0,14.44,28.6,37.945,148.007,0,0,-73.27,64.393,0,0,,11.145,I,108.4992,3.08,101020,10102020,211111,1311,380,0.000145600773793959,108.4992,0.0506557711752353
22053,41163,2012/06/30,2012,INDL,C,D,STD,MCF,CONTANGO OIL & GAS CO,USD,175.213,624.654,20.847,15.423,0,0,0,34.312,143.325,93.512,396.33,20.419,0,496.717,179.272,0,118.01,,10.764,A,905.2864,59.2,101020,10102020,2111,1311,380,0.000405356823250829,905.2864,0.0484019261398727
108645,41178,2012/12/31,2012,INDL,C,D,STD,UPLCQ,ULTRA PETROLEUM CORP,USD,125.848,2007.345,839.468,152.845,0,1837,0,514.092,-2152.327,-2877.111,1869.872,6.718,0,-1051.87,1113.94,1.157,0,,25.104,A,2772.6209,18.13,101020,10102020,211130,1311,380,0.00251876020623426,2772.6209,0.189251203972105
142540,41247,2012/12/31,2012,INDL,C,D,STD,CEO,CNOOC LTD,USD,27430.378,73204.282,10088.763,446.463,4627.535,4663.81,2742.974,13232.051,19268.39,14473.604,40469.976,0,0,42808.622,39746.874,0,546.219,227.926,1993.548,A,,220,101020,10102020,211120,1311,380,0.0898727440916092,,0.287883796652417
142339,41271,2012/12/31,2012,INDL,C,D,STD,GMXRQ,GMX RESOURCES INC,USD,63.419,341.212,113.846,72.219,16.815,408.38,,50.373,-144.708,-192.772,266.227,0,,-856.326,58.905,2.953,0,,25.069,A,49.031,0.5,101020,10102020,211111,1311,380,0.000133191706867721,49.031,0.281422960075345
11781,42001,2012/12/31,2012,INDL,C,D,STD,OVV,OVINTIV INC,USD,5477,18700,3855,736.3,507,7244,588,2612,-2406,-4831,9751,0,0,2931,5160,0,0,,392,A,14549.288,19.76,101020,10102020,2111,1311,355,0.0116674171536786,14549.288,0.146183307421031
175510,42284,2012/12/31,2012,INDL,C,D,STD,PVR,PVR PARTNERS LP,USD,165.155,2998.709,512.375,86.222,0,1490,176.256,200.822,108.004,-70.622,1989.346,,,,978.962,743.448,0,,47.452,I,2484.5453,25.98,101020,10102040,211111,1311,,0.00221355775806193,2484.5453,0.399575917279694
20683,43027,2012/12/31,2012,INDL,C,D,STD,PGHEF,PENGROWTH ENERGY CORP,CAD,530.352,7469.908,580.64,447.232,49.735,1717.948,284.4,401.6,592.926,-19.299,6162.537,0,0,-467.382,1233.367,136.22,291.274,,78.76,I,2533.4298,4.95,101020,10102020,211130,1311,850,0.00278879986290333,2533.4298,0.125186899616984
148770,43161,2012/12/31,2012,INDL,C,D,STD,MWE,MARKWEST ENERGY PARTNERS LP,USD,656.639,6835.716,1951.427,109.979,0,2523.051,339.967,739.226,631.528,257.116,5075.628,,0,,1451.766,1634.081,191.318,,94.116,I,6503.4689,51.01,101020,10102040,211111,1311,380,0.00328262781618749,6503.4689,0.681291146514672
107917,43518,2012/12/31,2012,INDL,C,D,STD,SOQDQ,SONDE RESOURCES CORP,CAD,25.111,186.486,37.202,62.395,0,0,0,7.924,-39.828,21.518,160.643,0,0,-255.592,26.276,-1.268,0,,31.24,A,101.5506,1.63,101020,10102020,211111,1311,380,5.94133823895465e-05,101.5506,0.214099907918969
150699,43520,2012/12/31,2012,INDL,C,D,STD,XEC,CIMAREX ENERGY CO,USD,470.137,6305.152,1727.694,84.757,0,750,41.318,645.862,1126.594,560.55,5157.374,0,0,1534.242,1710.751,,1121.353,,50.528,A,4999.1871,57.73,101020,10102020,2111,1311,380,0.00386822588431645,4999.1871,0.407050381170774
149268,43802,2012/12/31,2012,INDL,C,D,STD,FMOG,FREEPORT MCMRN OIL&GAS -REDH,USD,1839.73,17298.283,1917.89,129.925,164.288,9979.369,0,980.001,1775.86,514.097,14728.8,88.49,0,637.411,2565.307,0,1770.568,,157.022,I,6053.6171,46.94,101020,10102020,211111,1311,380,0.00580048583260696,6053.6171,0.248261069642001
155393,44613,2012/12/31,2012,INDL,C,D,STD,WLL,WHITING PETROLEUM CORP,USD,384.412,7272.419,2171.459,117.601,0,1800,0,636.979,1448.547,662.011,6763.533,0,17.239,1878.152,2169.51,0,1063.681,,172.914,A,5101.6565,43.37,101020,10102020,211120,1311,,0.00490553840873592,5101.6565,0.385096493188195
157074,44819,2012/12/31,2012,INDL,C,D,STD,XTXI,CROSSTEX ENERGY INC,USD,260.193,2426.475,234.849,47.384,4.448,1057.114,22.925,276.119,200.593,-43.382,1472.161,0,0,-117.442,1655.851,-0.794,133.555,,62.283,I,679.9168,14.34,101020,10102040,211111,1311,,0.00374408999250696,679.9168,0.188953970182397
146137,45277,2012/12/31,2012,INDL,C,D,STD,ENDRQ,ENDEAVOUR INTERNATIONAL CORP,USD,126.361,1442.472,246.925,42.533,15.713,843.793,0,165.966,86.365,-111.998,1003.441,0,40.588,-393.833,219.058,60.805,141.887,,21.085,I,241.4864,5.18,101020,10102020,211111,1311,458,0.000495318036211344,241.4864,0.449611796152922
148130,45533,2012/12/31,2012,INDL,C,D,STD,IOC,INTEROIL CORP,USD,438.604,1299.819,220.829,48.353,125.673,148.494,0,332.924,28.719,-9.107,770.089,0,0,-174.48,1308.052,11.029,0,,60.146,I,2699.1467,55.53,101020,10102010,211111,1311,,0.00295767215943869,2699.1467,0.362670533768437
151632,46012,2012/12/31,2012,INDL,C,D,STD,WRESQ,WARREN RESOURCES INC,USD,27.823,352.744,79.67,71.376,0.164,100.972,0,31.453,72.381,15.513,319.54,0,0.128,-274.771,121.797,0.839,0,,16.344,I,201.7833,2.81,101020,10102020,211111,1311,,0.000275398528501279,201.7833,0.272498110264768
162459,46014,2012/12/31,2012,INDL,C,D,STD,HPR,HIGHPOINT RESOURCES CORP,USD,228.339,2869.449,965.885,47.195,9.077,1156.654,0,213.133,405.587,2.218,2611.337,0,0,298.805,704.474,0.673,266.364,,98.492,I,841.1112,17.79,101020,10102020,2111,1311,,0.00159290543254275,841.1112,0.401321026905837
139225,46021,2012/12/31,2012,INDL,C,D,STD,GSXN,GASCO ENERGY INC,USD,7.353,53.854,5.962,169.032,0,26.636,0,5.033,-19.09,-22.232,45.125,0,0,-244.808,8.88,0,0,,4.819,I,11.8825,0.07,101020,10102020,211111,1311,380,2.0078810915633e-05,11.8825,0.0792734815445165
160341,46102,2012/12/31,2012,INDL,C,D,STD,WTI,W&T OFFSHORE INC,USD,240.123,2348.987,687.894,74.354,0,1087.611,82.832,274.609,549.746,119.531,2060.455,0,0,169.167,874.491,0,145.249,,71.767,A,1206.2575,16.03,101020,10102020,211120,1311,,0.00197733552211969,1206.2575,0.414867324525694
63383,46675,2012/06/30,2012,INDL,C,D,STD,HDYNQ,HYPERDYNAMICS CORP,USD,42.723,102.796,102.061,160.687,0,0,0,26.604,-138.374,-149.313,40.862,0,0,-236.175,0,28.832,0,,22.062,A,139.9107,0.8381,101020,10102020,211111,1311,175,0,139.9107,2.71901641091219
163921,47199,2012/12/31,2012,INDL,C,D,STD,WPZ,WILLIAMS PARTNERS LP,USD,850,19709,2112,341.981,0,8437,1440,1349,2302,1232,14287,0,0,,7320,2559,0,,505,I,19364.8796,48.66,101020,10102040,211111,1311,,0.016551452241265,19364.8796,0.181646168401135
27265,50012,2012/12/31,2012,INDL,C,D,STD,AAVVF,ADVANTAGE ENERGY LTD,CAD,262.863,1913.796,201.806,167.509,0,351.619,0,222.615,85.324,-125.733,1608.04,0,0,-1243.858,234.779,0,4.628,,28.361,A,538.8256,3.2,101020,10102020,211130,1311,380,0.000530865219365023,538.8256,0.107057920432548
165466,50018,2012/12/31,2012,INDL,C,D,STD,DCP,DCP MIDSTREAM LP,USD,309.1,2972,200.4,54.5,0,1620.3,181.3,233.4,180.4,174,1727.4,0,0,,1650.9,455.2,3.4,,45.8,A,2561.1955,41.75,101020,10102040,211130,1311,,0.00373289515097056,2561.1955,0.169571839566763
140194,50185,2012/12/31,2012,INDL,C,D,STD,GST.1,GASTAR EXPLORATION INC-OLD,USD,27.337,290.068,136.607,63.538,0,98,0,57.512,-126.466,-153.791,256.251,0,0,-294.787,49.94,0,0,,12.211,I,80.3839,1.21,101020,10102020,211111,1311,,0.000112920700126882,80.3839,0.47808147266746
164109,50200,2012/12/31,2012,INDL,C,D,STD,LNGG,LINN ENERGY INC,USD,811.428,11451.238,3685.554,203.775,0,6037.817,596.935,823.132,598.596,-383.826,9981.141,0,0,,1752.737,1973.989,6.307,,173.121,I,8264.2381,35.24,101020,10102020,211111,1311,,0.00396316157745877,8264.2381,0.530200637468632
165699,50203,2012/12/31,2012,INDL,C,D,STD,RGP.,REGENCY ENERGY PARTNERS LP,USD,237,6157,436,167.493,0,2157,322,287,235,49,2162,0,85,,1339,311,5,,63,I,3706.2177,21.68,101020,10102030,211111,1311,,0.0030276495288325,3706.2177,0.231234964423758
166061,50301,2012/12/31,2012,INDL,C,D,STD,ROSE.3,ROSETTA RESOURCES INC,USD,162.56,1415.416,622.168,52.496,0,410,0,183.847,433.791,255.199,1238.105,6.183,0,-9.114,613.499,0.91,10.086,,68.731,I,2382.2005,45.32,101020,10102020,211111,1311,,0.00138719937138851,2382.2005,0.750901864799333
26069,50323,2012/12/31,2012,INDL,C,D,STD,GPOR,GULFPORT ENERGY CORP,USD,229.721,1578.368,757.83,55.933,0.15,298.888,0,120.896,181.085,98.199,953.868,0,0,89.489,248.601,427.091,18.607,,13.808,A,2580.8819,38.22,101020,10102020,2111,1311,380,0.000562118521670865,2580.8819,1.61709727805802
29135,50468,2012/12/31,2012,INDL,C,D,STD,BTEGF,BAYTEX ENERGY CORP,CAD,194.339,2538.077,569.005,119.959,0,557.589,317.11,219.195,491.802,376.391,2305.983,0,0,-626.561,1024.949,21.873,189.16,,56.848,A,5224.4812,42.87,101020,10102020,211120,1311,380,0.00231754022175306,5224.4812,0.260156174631384
