GVKEY,LPERMCO,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,at,capx,cshpri,dlc,dltt,dvc,lct,oibdp,pi,ppent,prstkc,pstkl,re,sale,sstk,txditc,xrd,xsga,costat,mkvalt,prcc_f,gind,gsubind,naics,sic,spcindcd,market_share,market_value,CI
9904,4338,2017/12/31,2017,INDL,C,D,STD,SWN,SOUTHWESTERN ENERGY CO,USD,1509,7521,1268,498.264,0,4391,0,780,1240,953,5772,0,0,-2723,3203,0,0,,,A,2857.5347,5.58,101020,10102020,2111,4923,710,0.0110700542166187,2857.5347,0.25590312815338
10221,4340,2017/12/31,2017,INDL,C,D,STD,SBOW,SILVERBOW RESOURCES INC,USD,42.569,551.27,202.408,11.453,0,265.325,0,75.497,116.437,70.017,495.397,0.777,0,-84.317,195.91,39.179,0,,30,A,343.8901,29.72,101020,10102020,211130,1311,380,0.000677094699212543,343.8901,0.096613090842787
10877,4691,2017/12/31,2017,INDL,C,D,STD,UNTC,UNIT CORP,USD,119.672,2581.452,313.579,51.113,3.844,831.656,0,181.936,292.681,60.17,2382.742,0,0,799.465,739.64,18.623,133.477,,38.087,A,1163.36,22,101020,10102010,2111,1311,395,0.00255630811763343,1163.36,0.1374680253649
10938,4722,2017/12/31,2017,INDL,C,D,STD,USEG,U S ENERGY CORP/WY,USD,5.918,15.316,0.299,5.9,0.6,0.937,0,1.582,-0.098,-1.36,9.332,0,2.527,-126.088,6.545,-0.027,0,0,3.378,A,17.73,1.5,101020,10102020,211120,1311,305,2.26205135334904e-05,17.73,0.0255075925609964
6194,6291,2017/12/31,2017,INDL,C,D,STD,ISRL,ISRAMCO INC,USD,46.546,108.797,4.184,2.718,18.517,77.369,0,33.576,29.49,19.811,52.129,0,0,-40.97,62.69,0,0,,5.455,I,284.4387,104.65,101020,10102020,211120,1311,380,0.000216666156365853,284.4387,0.0753873873873874
14010,6913,2017/12/31,2017,INDL,C,D,STD,TGA,TRANSGLOBE ENERGY CORP,USD,81.758,327.702,38.159,72.205,0,69.999,0,31.119,68.87,-56.917,245.944,0,0,34.594,137.623,0,0,,17.748,A,103.9044,1.439,101020,10102020,211120,1311,380,0.000475645979223765,103.9044,0.119194354987334
23002,9465,2017/12/31,2017,INDL,C,D,STD,CRK.5,COMSTOCK RESOURCES INC -OLD,USD,302.505,930.419,180.481,14.644,0,1110.529,0,168.489,124.434,-129.349,607.929,0.312,0,-923.682,255.331,0.002,10.266,,26.137,I,130.5209,8.46,101020,10102020,211111,1311,380,0.000882462695342953,130.5209,0.225979200212355
24005,10924,2017/12/31,2017,INDL,C,D,STD,AXAS,ABRAXAS PETROLEUM CORP/NV,USD,34.489,273.806,108.236,161.141,0.262,87.354,0,68.85,48.014,16.006,237.767,0,0,-310.822,86.264,65.224,0,,16.276,A,408.0894,2.46,101020,10102020,212230,1311,380,0.000298141478908023,408.0894,0.794037165012361
19433,11270,2017/09/30,2017,INDL,C,D,STD,PHX,PHX MINERALS INC,USD,9.989,206.744,25.808,16.9,0,52.221,2.684,3.538,24,4.221,196.584,0.601,0,113.33,46.335,0,31.051,,7.441,A,396.9364,23.8,101020,10102020,2111,1311,380,0.00016014079367063,396.9364,0.134833808762526
25874,11777,2017/12/31,2017,INDL,C,D,STD,PQUEQ,PETROQUEST ENERGY INC,USD,56.941,164.298,64.667,21.33,0,309.361,0,62.84,55.963,-7.586,106.565,0,0.001,-562.206,108.287,0,0,,15.86,I,48.2347,1.89,101020,10102020,211111,1311,380,0.000374256310007803,48.2347,0.719289464317494
26013,11857,2017/12/31,2017,INDL,C,D,STD,SM,SM ENERGY CO,USD,549.115,6176.776,978.249,111.428,0,2908.77,11.144,559.212,31.761,-343.813,5554.792,,0,651.868,1260.404,2.623,79.989,,176.764,A,2466.049,22.08,101020,10102020,2111,1311,380,0.00435614755380678,2466.049,0.160860393918854
27199,11923,2017/12/31,2017,INDL,C,D,STD,EGY,VAALCO ENERGY INC,USD,36.452,79.633,1.813,58.717,6.666,2.309,0,46.588,26.492,20.65,23.221,0.02,0,-29.653,77.025,0.039,0,,10.836,A,41.0334,0.6971,101020,10102020,2111,1311,380,0.000266210092424308,41.0334,0.0647060922945144
27786,11937,2017/12/31,2017,INDL,C,D,STD,CHK,CHESAPEAKE ENERGY CORP,USD,1525,12425,2492,906,52,9921,0,2356,2514,955,10680,0,1671,-16582,9496,0,0,,262,A,3589.7083,3.96,101020,10102020,2111,1311,380,0.0328196174964132,3589.7083,0.234894900556132
15060,13311,2017/12/31,2017,INDL,C,D,STD,CPE,CALLON PETROLEUM CO/DE,USD,144.86,2693.296,1138.295,201.526,0,620.196,0,205.773,265.613,121.697,2533.852,1.118,0.015,-327.426,366.474,0,1.457,,25.642,A,2452.3074,12.15,101020,10102020,2111,1311,380,0.00126658977489264,2452.3074,0.764205127172268
28791,13414,2017/12/31,2017,INDL,C,D,STD,ROYL,ROYALE ENERGY INC,USD,4.358,6.171,4.389,21.837,1.58,0,0,12.11,-3.698,-2.427,1.302,0,0,-48.206,1.007,0,0,,3.979,A,7.7568,0.355,101020,10102020,211120,1311,380,3.48034486298316e-06,7.7568,2.53260242354299
20653,13960,2017/12/31,2017,INDL,C,D,STD,DEN,DENBURY INC,USD,202.255,4471.299,356.452,390.928,105.188,2979.086,0,458.057,428.117,46.5,4166.866,0,0,-1855.81,1115.848,0,198.099,,101.806,A,888.6233,2.21,101020,10102020,2111,1311,380,0.00385654007415098,888.6233,0.089372761932557
62626,14518,2017/06/30,2017,INDL,C,D,STD,EPM,EVOLUTION PETROLEUM CORP,USD,26.143,88.269,10.191,33.034,0,0,8.432,2.719,18.663,12.885,61.831,8.393,0,27.475,34.485,0,15.826,,4.986,A,268.0047,8.1,101020,10102020,211120,1311,175,0.000119185394836121,268.0047,0.169852830880515
29453,15434,2017/12/31,2017,INDL,C,D,STD,LNG,CHENIERE ENERGY INC,USD,3369,27906,3357,233.1,0,25336,0,1251,1769,566,23978,12,0,-4627,5601,0,0,,266,A,12792.384,53.84,101020,10102040,211130,1311,380,0.0193579062339312,12792.384,0.162682441064324
65220,15633,2017/12/31,2017,INDL,C,D,STD,CRZO,CARRIZO OIL & GAS INC,USD,122.878,2778.304,1350.485,73.421,0,1629.209,0,372.822,498.78,91.14,2635.81,0,250,-1555.974,745.888,458.782,3.635,,66.229,I,1733.3624,21.28,101020,10102020,2111,1311,380,0.00257790215408221,1733.3624,0.87367055687817
1380,20064,2017/12/31,2017,INDL,C,D,STD,HES,HESS CORP,USD,6157,23112,1937,314.1,580,6397,317,2435,-2185,-5778,16192,110,575,4911,5466,0,429,,617,A,14955.6134,47.47,101020,10102020,2111,1311,385,0.0188913257408798,14955.6134,0.0820936639118457
11923,20194,2017/12/31,2017,INDL,C,D,STD,APC,ANADARKO PETROLEUM CORP,USD,6762,42086,5031,548,142,15547,111,3906,3478,-1688,27451,1092,0,771,10969,0,2234,,2807,I,28472.112,53.64,101020,10102020,2111,1311,380,0.0379105290983737,28472.112,0.156397662273066
1678,20204,2017/12/31,2017,INDL,C,D,STD,APA,APA CORP,USD,3725,21922,2760,381,550,7934,381,2564,3324,918,17759,0,0,-2084,5752,0,545,,698,A,16083.9201,42.22,101020,10102020,2111,1311,380,0.0198797851557886,16083.9201,0.146287168071235
2052,20271,2017/09/30,2017,INDL,C,D,STD,BRN,BARNWELL INDUSTRIES,USD,25.142,33.02,1.188,8.277,0,0,0,4.798,0.135,1.234,5.419,0,0,13.965,12.937,0,0.236,,6.976,A,14.8994,1.8001,101020,10102020,2111,1311,380,4.47122358415225e-05,14.8994,0.170886075949367
4430,20662,2017/12/31,2017,INDL,C,D,STD,EQT,EQT CORP,USD,1163.055,29522.604,1939.202,187.38,7.999,7323.555,20.827,1232.237,2266.761,742.523,24885.015,72.146,0,3994.317,3378.015,0,1768.9,,,A,15045.0944,56.92,101020,10102020,2111,4923,710,0.0116749326239623,15045.0944,0.14733096615342
7620,21236,2017/12/31,2017,INDL,C,D,STD,MUR,MURPHY OIL CORP,USD,1371.603,9860.942,1009.667,172.524,9.902,2906.52,172.565,834.207,1301.93,71.802,8220.031,0,0,4782.999,2097.695,0,159.098,,283.824,A,5358.3917,31.05,101020,10102020,2111,1311,380,0.00724995235089917,5358.3917,0.121409833447729
8068,21322,2017/12/31,2017,INDL,C,D,STD,OXY,OCCIDENTAL PETROLEUM CORP,USD,8270,42026,3599,765.1,500,9328,2357,7400,4700,1328,31174,25,0,21677,12508,28,581,,1506,A,56357.6343,73.66,101020,10102010,2111,1311,385,0.0432295467191593,56357.6343,0.111296657080125
14359,21366,2017/12/31,2017,INDL,C,D,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,3010,17003,2701,170,449,2283,14,2128,1732,309,13525,36,0,2547,5294,6,899,,420,A,29417.1687,172.85,101020,10102020,211120,1311,380,0.0182968676312143,29417.1687,0.218350848827809
8387,21368,2017/12/31,2017,INDL,C,D,STD,GDP,GOODRICH PETROLEUM CORP,USD,38.49,152.141,28.763,9.975,0,55.725,0,36.281,9.927,-8.974,111.457,0,0,-12.303,46.153,0,0,,16.696,A,117.5116,10.91,101020,10102020,211130,1311,380,0.000159511774042961,117.5116,0.407800714569274
8549,21401,2017/12/31,2017,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,16512,73362,4591,1221.038,2575,17128,1305,9397,9329,-2615,45683,3000,0,23873,29106,-63,5282,100,1320,A,64611.4032,54.89,101020,10102020,2111,1311,385,0.100594754301875,64611.4032,0.0787060053830725
7017,21795,2017/12/31,2017,INDL,C,D,STD,MRO,MARATHON OIL CORP,USD,2566,22012,1974,850,0,5494,170,1968,2093,-454,17665,11,0,6717,4373,0,833,,563,A,14390.5,16.93,101020,10102020,2111,1311,385,0.0151137518230639,14390.5,0.0767555797495917
16478,22113,2017/12/31,2017,INDL,C,D,STD,EOG,EOG RESOURCES INC,USD,3279.108,29833.078,4124.242,574.62,356.235,6030.836,387.164,2725.542,4608.515,661.182,25665.037,63.408,0,10574.236,11225.806,20.84,3518.214,,3914.655,A,62423.4531,107.91,101020,10102020,2111,1311,380,0.0387980896176222,62423.4531,0.160432158022783
20548,26024,2017/12/31,2017,INDL,C,D,STD,COG,CABOT OIL & GAS CORP,USD,764.957,4727.344,764.558,463.735,304,1217.891,78.838,630.05,529.608,-228.435,3072.204,131.714,0,1164.507,1764.219,0,227.03,,119.312,A,13173.4746,28.6,101020,10102020,2111,1311,380,0.00609740867311548,13173.4746,0.179890709096791
7309,27321,2018/03/31,2017,INDL,C,D,STD,MXC,MEXCO ENERGY CORP,USD,1.372,10.401,1.093,2.037,0,0.7,0,0.447,0.68,-0.321,8.879,0,0,0.43,2.705,0,0,,0.955,A,6.2332,3.06,101020,10102020,211120,1311,380,9.34889062002924e-06,6.2332,0.0897741273100616
28564,29930,2017/12/31,2017,INDL,C,D,STD,SGY,STONE ENERGY CORP,USD,365.772,858.773,74.26,19.997,0.425,235.502,0,172.326,-89.831,367.909,479.157,0,0,-247.639,294.44,0,0,,38.446,I,643.1357,32.16,101020,10102020,211111,1311,380,0.00101762933610403,643.1357,0.0886446300525112
29173,30044,2017/12/31,2017,INDL,C,D,STD,NFX,NEWFIELD EXPLORATION CO,USD,746,4961,1289,199,0,2434,0,818,984,386,4099,15,0,-1838,1767,3,76,,198,I,6296.6987,31.53,101020,10102020,211111,1311,380,0.00610702023127234,6296.6987,0.389779256123375
25495,30882,2017/12/31,2017,INDL,C,D,STD,DYN.2,DYNEGY INC,USD,1524,11771,224,155,105,8328,0,1049,746,-538,8884,0,0,-1819,4842,150,7,,189,I,1710.9504,11.85,551050,55105010,221112,1311,710,0.0167346870174424,1710.9504,0.0314562561438
112876,34829,2017/12/31,2017,INDL,C,D,STD,EPD,ENTERPRISE PRODCT PARTNRS LP,USD,6506.4,54418.1,3147.9,2145,2855,21713.7,3569.9,9295.1,4954,2881.3,35620.4,,0,,29241.5,1073.4,58.5,,181.1,A,57290.4694,26.51,101020,10102040,486210,1311,380,0.101063062870826,57290.4694,0.0945528272133363
120093,35026,2017/12/31,2017,INDL,C,D,STD,CNX,CNX RESOURCES CORPORATION,USD,852.504,6931.913,632.846,228.835,7.111,2207.373,0,441.679,458.769,118.581,5789.753,109.89,0,1447.335,1414.949,1.009,44.373,,,A,3273.3601,14.63,101020,10102020,2111,1311,360,0.00489027853379658,3273.3601,0.0777410161786115
14934,35222,2017/12/31,2017,INDL,C,D,STD,DVN,DEVON ENERGY CORP,USD,4791,30241,2805,520,115,10291,127,3315,3361,896,21171,68,0,1868,13949,0,835,,1035,A,21735,41.4,101020,10102020,2111,1311,380,0.0482098614635076,21735,0.17325509573811
62204,36564,2017/12/31,2017,INDL,C,D,STD,TGC,TENGASCO INC,USD,1.498,8.105,0.186,10.081,0.041,0.049,0,0.611,0.3,-0.816,6.352,0,0,-53.089,5.263,2.699,0,0,1.171,I,8.496,0.8,101020,10102020,211120,1311,380,1.81897269254026e-05,8.496,0.0268630849220104
15055,37900,2017/12/31,2017,INDL,C,D,STD,CNQ,CANADIAN NATURAL RESOURCES,CAD,4897,73867,4733,1175.094,1877,20581,1311,6261,7685,2873,67802,0,0,22544,16651,466,10975,,319,A,54926.7835,44.92,101020,10102020,2111,1311,380,0.0575483836281357,54926.7835,0.0888125797493057
20214,41005,2017/12/31,2017,INDL,C,D,STD,ERF,ENERPLUS CORP,CAD,486.878,2645.832,472.428,241.929,27.656,644.723,29.033,272.697,498.018,318.986,900.031,0,0,-1861.552,935.003,0,0,,74.301,A,2980.608,12.31,101020,10102020,2111,1311,850,0.00323151230181117,2980.608,0.639773573663042
22053,41163,2017/12/31,2017,INDL,C,D,STD,MCF,CONTANGO OIL & GAS CO,USD,15.773,381.453,66.613,24.686,0,85.38,0,50.537,25.795,-18.038,345.957,0.262,0,49.433,78.545,0,0,,25.267,A,120.1333,4.71,101020,10102020,2111,1311,380,0.000271463443160886,120.1333,0.19570071272864
108645,41178,2017/12/31,2017,INDL,C,D,STD,UPLCQ,ULTRA PETROLEUM CORP,USD,167.425,1512.982,560.734,163.824,0,2116.211,0,248.49,571.676,163.846,1334.637,9.581,0,-3270.605,903.319,573.774,0,,39.548,A,1778.9038,9.06,101020,10102020,211130,1311,380,0.00312200758816791,1778.9038,0.652024618919544
142540,41247,2017/12/31,2017,INDL,C,D,STD,CEO,CNOOC LTD,USD,21339.01,94864.823,7336.582,446.475,2135.162,18191.292,1166.101,9438.852,15109.509,5587.968,60843.798,0,0,51779.659,28647.618,0,507.662,267.279,2112.107,A,,143.56,101020,10102020,211120,1311,380,0.0990105165273127,,0.117784997012904
11781,42001,2017/12/31,2017,INDL,C,D,STD,OVV,OVINTIV INC,USD,2271,15267,1850,973.1,79,4492,58,1658,1938,1430,8954,0,0,613,4443,0,34,,254,A,12971.423,13.33,101020,10102020,2111,1311,355,0.0153556824490905,12971.423,0.227300651185649
20683,43027,2017/12/31,2017,INDL,C,D,STD,PGHEF,PENGROWTH ENERGY CORP,CAD,130.8,1910.9,118,551.193,0.9,643.8,0,211.4,-352,-907.6,1336.2,0,0,-4036.8,622,0,0,,61.5,I,552.246,1,101020,10102020,211130,1311,850,0.00214972641983667,552.246,0.0352733686067019
150699,43520,2017/12/31,2017,INDL,C,D,STD,XEC,CIMAREX ENERGY CO,USD,935.635,5042.639,1278.478,93.466,0,1486.92,,679.574,1192.473,681.996,3452.452,21.669,0,-197.06,1918.249,0.394,101.618,,79.996,A,11644.2684,122.01,101020,10102020,2111,1311,380,0.00662975973492809,11644.2684,0.499457755733803
155393,44613,2017/12/31,2017,INDL,C,D,STD,WLL,WHITING PETROLEUM CORP,USD,1189.628,8403.034,856.577,90.683,958.713,2764.716,0,1553.328,8.423,-1720.641,7183.439,6.081,0,-2486.44,1494.398,0,0,,160.612,A,2401.7095,26.48,101020,10102020,211120,1311,,0.00516486633818501,2401.7095,0.0936823625475725
162459,46014,2017/12/31,2017,INDL,C,D,STD,HPR,HIGHPOINT RESOURCES CORP,USD,367.663,1390.706,240.557,76.859,0.469,617.744,0,148.934,132.535,-139.627,1018.88,0,0,-681.062,252.839,110.71,0,,41.045,I,559.011,5.13,101020,10102020,2111,1311,,0.000873849965056404,559.011,0.22648140703423
160341,46102,2017/12/31,2017,INDL,C,D,STD,WTI,W&T OFFSHORE INC,USD,190.68,907.58,130.981,137.617,22.925,969.127,0,168.262,261.433,67.113,579.016,0,0,-1095.162,487.096,0,0.192,,59.744,A,460.3912,3.31,101020,10102020,211120,1311,,0.00168347771735814,460.3912,0.23943018318152
27265,50012,2017/12/31,2017,INDL,C,D,STD,AAVVF,ADVANTAGE ENERGY LTD,CAD,70.289,1691.182,228.43,185.641,0,208.978,0,51.115,156.679,132.324,1603.116,,0,-1139.202,225.377,0,72.5,,12.452,A,1004.2002,5.4,101020,10102020,211130,1311,380,0.000778937124314355,1004.2002,0.155787205166764
165466,50018,2017/12/31,2017,INDL,C,D,STD,DCP,DCP MIDSTREAM LP,USD,1322,13878,375,143.3,0,4707,545,1488,672,236,8983,0,500,,8502,905,29,,290,A,5206.4523,36.33,101020,10102040,211130,1311,,0.029384202606835,5206.4523,0.11460880195599
178921,50185,2017/12/31,2017,INDL,C,D,STD,GSTCQ,GASTAR EXPLORATION INC,USD,54.171,380.123,163.46,195.369,0,342.952,0,61.586,28.449,-46.755,325.095,0.589,154.625,-851.663,72.13,56.366,0,,16.842,I,229.8177,1.05,101020,10102020,211,1311,,0.000249292229361445,229.8177,0.851336430491032
26069,50323,2017/12/31,2017,INDL,C,D,STD,GPOR,GULFPORT ENERGY CORP,USD,365.529,5807.752,2432.707,179.834,0.622,2038.321,0,586.885,914.606,436.961,5102.177,0,0,-1316.467,1320.303,-5.364,0,,55.33,A,2336.4326,12.76,101020,10102020,2111,1311,380,0.00456316759049777,2336.4326,1.03469869330695
29135,50468,2017/12/31,2017,INDL,C,D,STD,BTEGF,BAYTEX ENERGY CORP,CAD,131.354,4372.111,398.147,234.787,0,1686.322,0,197.211,426.411,-69.254,4240.757,0,0,-2544.69,849.642,0,204.698,,53.442,A,887.6503,3.77,101020,10102020,211120,1311,380,0.00293649172797889,887.6503,0.0889318493005345
174169,50735,2017/12/31,2017,INDL,C,D,STD,BATL,BATTALION OIL CORP,USD,471.792,1643.62,1428.555,132.763,0,409.168,0,150.335,112.592,530.686,1170.137,0,0,55.702,377.965,400.055,7.376,,110.351,A,1130.799,7.57,101020,10102020,211120,1311,,0.00130630441523081,1130.799,1.23456315344636
20684,50844,2017/12/31,2017,INDL,C,D,STD,OBELF,OBSIDIAN ENERGY LTD,CAD,189,3008,141,503.933,31,328,0,286,180,-97,2819,0,0,-111,431,-4,0,,31,A,786.772,1.56,101020,10102020,2111,1311,380,0.00148960142596399,786.772,0.0472837022132797
146659,50954,2017/12/31,2017,INDL,C,D,STD,HUSA,HOUSTON AMERN ENERGY CORP,USD,0.743,7.56,4.412,53.88,0,0,0,0.152,-1.713,-2.038,6.814,,0.002,-65.218,0.63,6.21,0,,2.129,A,19.5558,0.33,101020,10102020,211130,1311,,2.17737563423971e-06,19.5558,1.7956857956858
175006,51200,2017/12/31,2017,INDL,C,D,STD,HRST,HARVEST OIL & GAS CORP,USD,61.433,1441.805,88.668,49.357,605.549,0,0,653.956,9.205,-134.411,1376.524,0,0,,225.693,0,0,,32.703,A,25.1782,0.51,101020,10102020,211130,1311,,0.000780029268283276,25.1782,0.0591827431055922
163822,51647,2017/12/31,2017,INDL,C,D,STD,ZNOG,ZION OIL & GAS INC,USD,10.433,33.548,10.885,50.593,0,2.041,0,6.787,-8.738,-9.989,21.891,0,0,-160.604,0,23.545,0,,8.738,A,120.7181,2.16,101020,10102020,2111,1311,,0,120.7181,1.67204301075269
166436,51657,2017/12/31,2017,INDL,C,D,STD,LGCYQ,LEGACY RESERVES INC,USD,112.604,1493.082,314.491,72.405,0,1346.769,0,144.81,146.602,-52.499,1356.317,0,229.453,,436.301,0,0,,49.372,I,116.878,1.61,101020,10102020,211120,1311,,0.00150792248665781,116.878,0.26531891486942
3469,52253,2017/12/31,2017,INDL,C,D,STD,CLR,CONTINENTAL RESOURCES INC,USD,1251.725,14199.651,1953.198,371.066,2.286,6351.405,0,1330.242,2285.017,156.067,12933.789,11.821,0,3718.125,3120.828,0,1259.558,,204.099,A,19875.4034,52.97,101020,10102020,211120,1311,175,0.0107860553108779,19875.4034,0.151631362447071
177896,52549,2017/12/31,2017,INDL,C,D,STD,REXXQ,REX ENERGY CORP,USD,55.892,942.137,117.216,9.902,834.325,8.156,0,956.789,45.476,-66.97,884.352,0,0.001,-706.49,195.166,0,0,,18.385,A,14.148,1.3811,101020,10102020,211111,1311,,0.00067452332227306,14.148,0.137023580737021
177884,52684,2017/12/31,2017,INDL,C,D,STD,CXO,CONCHO RESOURCES INC,USD,592,13732,2533,147.32,116,2691,0,1165,1703,881,13041,23,0,1840,2586,0,687,,276,I,22341.7699,150.22,101020,10102020,2111,1311,,0.00893760855578397,22341.7699,0.224111038747144
176899,52847,2017/12/31,2017,INDL,C,D,STD,SD,SANDRIDGE ENERGY INC,USD,195.097,1119.627,267.558,32.442,0,37.502,0,198.914,164.144,38.313,923.24,6.73,0,-198.42,357.299,0,0,,72.764,A,751.1455,21.07,101020,10102020,211120,1311,,0.00123487958212415,751.1455,0.327115212511554
178798,52855,2017/12/31,2017,INDL,C,D,STD,AREXQ,APPROACH RESOURCES INC,USD,16.7,1099.576,47.065,83.404,0,373.46,0,25.067,50.923,-35.938,1082.876,0.65,0,-135.92,105.349,0,82.102,,27.88,I,279.8177,2.96,101020,10102020,211120,1311,,0.000364102136018285,279.8177,0.0430974093937976
23999,52936,2017/06/30,2017,INDL,C,D,STD,SSNY,SAMSON OIL & GAS LTD,USD,2.453,35.358,3.444,16.286,23.42,0,0,29.142,-2.193,-2.767,32.064,0,0,-103.331,13.122,0.003,0,,5.113,I,,0.491,101020,10102020,211120,1311,,4.53516239245929e-05,,0.107453745592961
163596,52960,2018/03/31,2017,INDL,C,D,STD,CEI,CAMBER ENERGY INC,USD,1.665,14.268,2.048,2.318,35.97,0.247,0,40.005,-12.667,-24.772,12.546,0,0,-168.394,6.86,7,0,,6.214,A,4.4333,0.7698,101020,10102020,211120,1311,,2.37092013506102e-05,4.4333,0.0572370811324446
142337,52977,2017/12/31,2017,INDL,C,D,STD,NOG,NORTHERN OIL & GAS INC,USD,152.758,632.254,119.411,62.409,0,979.324,0,123.575,123.583,-10.764,473.22,0.668,0,-940.574,209.32,0,0,,15.399,A,136.9236,2.05,101020,10102020,211120,1311,,0.000723441694855646,136.9236,0.317406016336664
164046,52991,2017/12/31,2017,INDL,C,D,STD,GTE,GRAN TIERRA ENERGY INC,USD,145.245,1429.619,285.451,396.684,0,256.542,0,156.969,245.006,37.33,1099.224,17.916,0,-401.204,421.734,0,28.417,0,39.014,A,1056.5181,2.7,101020,10102020,2111,1311,,0.00145757672338167,1056.5181,0.267624780964721
179831,53018,2017/12/31,2017,INDL,C,D,STD,WES.3,WESTERN GAS PARTNERS LP,USD,254.062,8014.35,675.025,147.194,0,3464.712,801.3,424.333,929.055,583.084,5730.891,0,0,,2248.356,-0.183,7.409,,47.796,I,7975.5341,48.09,101020,10102040,2111,1311,,0.00777065963729629,7975.5341,0.133670116746126
179782,53213,2017/12/31,2017,INDL,C,D,STD,REN,RESOLUTE ENERGY CORP,USD,77.875,641.922,470.739,21.889,0,550.727,0,160.799,142.653,-1.526,554.138,3.394,0,-1031.837,303.478,0.252,0,,41.992,I,708.9562,31.47,101020,10102020,211111,1311,,0.00104886603607587,708.9562,1.26162896655232
184652,53269,2017/12/31,2017,INDL,C,D,STD,ERINQ,ERIN ENERGY CORP,USD,51.332,251.128,61.015,213.713,78.383,191.179,0,398.318,-75.46,-152.914,199.761,0.717,0,-1170.184,101.173,0,0,,15.63,A,591.5085,2.75,101020,10102020,211111,1311,,0.000349669246099896,591.5085,0.229010355479321
184040,53294,2017/12/31,2017,INDL,C,D,STD,CIEIQ,COBALT INTL ENERGY INC,USD,657.883,1596.754,250.8,29.556,0,0,0,161.394,-391.92,-968.258,919.443,0,0,-6033.99,53.891,0,0,,434.745,I,27.417,0.925,101020,10102020,211111,1311,,0.000186255476674305,27.417,0.231624502325942
142391,53308,2017/12/31,2017,INDL,C,D,STD,TAT,TRANSATLANTIC PETROLEUM LTD,USD,48.693,160.65,15.844,48.196,15.625,13,0,35.848,25.348,-18.446,102.984,0.092,46.05,-546.869,56.639,0,19.611,,17.674,I,69.4805,1.39,101020,10102020,211120,1311,,0.000195752981821751,69.4805,0.134318994896489
184442,53438,2017/12/31,2017,INDL,C,D,STD,OAS,OASIS PETROLEUM INC,USD,407.835,6615.13,709.223,234.986,0,2097.606,0,623.48,679.883,-75.858,6173.486,6.229,0,717.985,1248.424,436.376,305.921,,103.397,A,2264.771,8.41,101020,10102020,2111,1311,,0.00431474285523822,2264.771,0.119809945558518
154357,53439,2017/12/31,2017,INDL,C,D,STD,QEP,QEP RESOURCES INC,USD,165.4,7394.8,1974.8,240.6,44,2160.8,0,577.3,676.8,-42.9,7157,6.8,0,2431.5,1622.9,0,518,,175.5,I,2306.37,9.57,101020,10102020,2111,1311,,0.00560898875683751,2306.37,0.302003364428812
163921,53459,2017/12/31,2017,INDL,C,D,STD,WPZ,WILLIAMS PARTNERS LP,USD,2142,45903,2415,947.171,501,15996,2532,2449,3697,981,27912,0,0,,8010,2184,16,,592,I,37110.6373,38.78,101020,10102040,211111,1311,,0.0276837759210478,37110.6373,0.0861853609792656
186180,53767,2017/12/31,2017,INDL,C,D,STD,VOC,VOC ENERGY TRUST,USD,,77.711,,17,0,0,8.415,0,7.284,8.415,0,,0,,8,,0,,0.716,A,100.64,5.92,101020,10102020,2111,1311,,2.7649214403044e-05,100.64,
186276,53769,2017/12/31,2017,INDL,C,D,STD,KOS,KOSMOS ENERGY LTD,USD,533.602,3192.603,143.353,388.375,0,1282.797,0,428.73,166.937,-177.855,2317.828,2.194,0,-1073.202,578.139,0,476.548,,284.352,A,2667.4654,6.85,101020,10102020,211120,1311,,0.00199813614572018,2667.4654,0.0529194224059136
178870,53837,2017/12/31,2017,INDL,C,D,STD,SRCI,SRC ENERGY INC,USD,160.035,2079.564,1133.879,206.168,0.063,538.296,0,202.307,269.894,142.383,1876.576,0.688,0,-166.08,362.516,322.741,0,,32.965,I,2058.852,8.53,101020,10102020,2111,1311,,0.00125291032606674,2058.852,1.24775402317065
186061,53936,2017/12/31,2017,INDL,C,D,STD,LLEXQ,LILIS ENERGY INC,USD,25.472,195.944,148.784,42.428,0.011,127.794,0,25.435,-45.854,-80.082,170.381,3.709,0,-303.288,21.612,19.144,0,,48.751,I,272.7105,5.11,101020,10102020,211120,1311,,7.46943527098233e-05,272.7105,262.405643738977
187698,53938,2017/12/31,2017,INDL,C,D,STD,BCEI,BONANZA CREEK ENERGY INC,USD,53.153,830.371,88.654,20.427,0,0,0,89.219,75.688,-2.736,774.082,2.825,0,-5.02,192.124,207.5,0,,50.303,A,564.3259,27.59,101020,10102020,211120,1311,,0.000664009708496303,564.3259,0.0870037135611717
187961,53941,2017/12/31,2017,INDL,C,D,STD,LPI,LAREDO PETROLEUM INC,USD,235.382,2023.289,563.914,239.096,0,791.855,0,277.419,411.852,550.774,1768.385,7.662,0,-1669.108,822.162,0.397,0,,96.312,A,2573.1478,10.61,101020,10102020,2111,1311,,0.00284151667650443,2573.1478,0.412559524811119
188663,53945,2017/12/31,2017,INDL,C,D,STD,SNECQ,SANCHEZ ENERGY CORP,USD,350.798,2470.635,1558.027,75.608,23.996,1930.683,0,462.528,309.099,40.856,2027.459,1.437,427.565,-1832.156,740.331,635.942,0,,150.156,I,445.955,5.31,101020,10102020,211120,1311,,0.00255869631852749,445.955,2.3657081513784
