Day,dollars_pBBL,dollars_pMMBTU,dollars_pMCF,ratio_BBLpMCF,year
2021-02-08,57.95,3.4,3.5258,16.4359861591696,2021
2021-02-05,56.8,3.49,3.61913,15.6943795884646,2021
2021-02-04,56.19,2.99,3.10063,18.1221235684361,2021
2021-02-03,55.67,3.01,3.12137,17.8351172722234,2021
2021-02-02,54.77,3.24,3.35988,16.3011774230032,2021
2021-02-01,53.55,2.88,2.98656,17.9303278688525,2021
2021-01-29,52.16,2.68,2.77916,18.7682609133695,2021
2021-01-28,52.26,2.76,2.86212,18.2591924866882,2021
2021-01-27,52.81,2.77,2.87249,18.3847463350612,2021
2021-01-26,52.61,2.73,2.83101,18.5834737425866,2021
2021-01-25,52.78,2.63,2.72731,19.3524021838368,2021
2021-01-22,52.28,2.45,2.54065,20.5774112923858,2021
2021-01-21,53,2.49,2.58213,20.5256900310984,2021
2021-01-20,53.16,2.57,2.66509,19.9467935416815,2021
2021-01-19,52.87,2.65,2.74805,19.2390968141046,2021
2021-01-15,52.25,2.86,2.96582,17.6173874341666,2021
2021-01-14,53.47,2.82,2.92434,18.2844676063659,2021
2021-01-13,52.81,2.82,2.92434,18.0587756553616,2021
2021-01-12,53.08,2.89,2.99693,17.7114580587468,2021
2021-01-11,52.15,2.71,2.81027,18.5569358104381,2021
2021-01-08,52.14,2.77,2.87249,18.1514992219294,2021
2021-01-07,50.63,2.81,2.91397,17.3749214988487,2021
2021-01-06,50.45,2.76,2.86212,17.6267941246349,2021
2021-01-05,49.78,2.77,2.87249,17.3299123756741,2021
2021-01-04,47.47,2.6,2.6962,17.6062606631556,2021
2020-12-30,48.24,2.36,2.44732,19.7113577300884,2020
2020-12-29,47.85,2.4,2.4888,19.2261330761813,2020
2020-12-28,47.5,2.39,2.47843,19.165358714993,2020
2020-12-24,48.18,2.68,2.77916,17.3361735200564,2020
2020-12-23,47.94,2.76,2.86212,16.7498218104063,2020
2020-12-22,47.02,2.76,2.86212,16.4283817589759,2020
2020-12-21,47.79,2.68,2.77916,17.1958433483499,2020
2020-12-18,49.04,2.73,2.83101,17.3224396946673,2020
2020-12-17,48.34,2.7,2.7999,17.2649023179399,2020
2020-12-16,47.86,2.73,2.83101,16.905627320285,2020
2020-12-15,47.58,2.63,2.72731,17.4457615745918,2020
2020-12-14,47.02,2.69,2.78953,16.8558861170161,2020
2020-12-11,46.59,2.54,2.63398,17.688061412767,2020
2020-12-10,46.76,2.45,2.54065,18.4047389447582,2020
2020-12-09,45.48,2.45,2.54065,17.9009308641489,2020
2020-12-08,45.64,2.36,2.44732,18.6489711194286,2020
2020-12-07,45.72,2.39,2.47843,18.4471621147259,2020
2020-12-04,46.23,2.48,2.57176,17.9760164245497,2020
2020-12-03,45.65,2.46,2.55102,17.8948028631685,2020
2020-12-02,45.23,2.75,2.85175,15.8604365740335,2020
2020-12-01,44.54,2.89,2.99693,14.8618753190765,2020
2020-11-30,45.2,2.89,2.99693,15.0821006830323,2020
2020-11-25,45.58,2.47,2.56139,17.7950253573255,2020
2020-11-24,44.71,2.47,2.56139,17.455366031725,2020
2020-11-23,42.91,2.23,2.31251,18.555595435263,2020
2020-11-20,41.99,2.22,2.30214,18.2395510264363,2020
2020-11-19,41.57,2.19,2.27103,18.3044697780302,2020
2020-11-18,41.64,2.37,2.45769,16.9427389133699,2020
2020-11-17,41.24,2.55,2.64435,15.5955149658706,2020
2020-11-16,41.14,2.62,2.71694,15.1420347891378,2020
2020-11-13,39.93,2.82,2.92434,13.6543630357619,2020
2020-11-12,40.9,2.81,2.91397,14.0358342742032,2020
2020-11-11,41.23,2.75,2.85175,14.4577890768826,2020
2020-11-10,41.18,2.74,2.84138,14.4929576473404,2020
2020-11-09,40.05,2.63,2.72731,14.6847993077428,2020
2020-11-06,36.97,2.67,2.76879,13.3524030352609,2020
2020-11-05,38.56,2.69,2.78953,13.8231171559367,2020
2020-11-04,38.97,2.63,2.72731,14.2888047196688,2020
2020-11-03,37.44,2.88,2.98656,12.5361620057859,2020
2020-11-02,36.6,3.03,3.14211,11.648223645894,2020
2020-10-30,35.64,3.03,3.14211,11.3426964682968,2020
2020-10-29,35.94,3.06,3.17322,11.326034753342,2020
2020-10-28,37.27,3.14,3.25618,11.4459274364439,2020
2020-10-27,39.34,3.07,3.18359,12.3571188501032,2020
2020-10-26,38.39,3.14,3.25618,11.7898887653631,2020
2020-10-23,39.73,2.91,3.01767,13.1657868487939,2020
2020-10-22,40.46,2.99,3.10063,13.0489610175997,2020
2020-10-21,39.88,2.95,3.05915,13.0363009332658,2020
2020-10-20,41.37,2.57,2.66509,15.5229279311393,2020
2020-10-19,40.69,2.3,2.3851,17.0600813383087,2020
2020-10-16,40.7,2.16,2.23992,18.1702917961356,2020
2020-10-15,40.84,2.23,2.31251,17.6604641709658,2020
2020-10-14,40.86,2.02,2.09474,19.5060007447225,2020
2020-10-13,40.03,2.14,2.21918,18.0381942879802,2020
2020-10-12,39.22,2.31,2.39547,16.3725698923385,2020
2020-10-09,40.44,2.25,2.33325,17.3320475731276,2020
2020-10-08,41.04,1.49,1.54513,26.5608719007462,2020
2020-10-07,39.82,2.01,2.08437,19.1040938029237,2020
2020-10-06,40.52,1.86,1.92882,21.0076627160647,2020
2020-10-05,39.12,1.92,1.99104,19.6480231436837,2020
2020-10-02,36.9,1.41,1.46217,25.2364636123023,2020
2020-10-01,38.51,1.6,1.6592,23.2099807135969,2020
2020-09-30,40.05,1.66,1.72142,23.2656760116648,2020
2020-09-29,39.03,1.74,1.80438,21.6306986333256,2020
2020-09-28,40.47,1.83,1.89771,21.3257030842436,2020
2020-09-25,40.06,1.9,1.9703,20.3319291478455,2020
2020-09-24,40.11,1.93,2.00141,20.040871185814,2020
2020-09-23,39.92,1.74,1.80438,22.1239428501757,2020
2020-09-22,39.55,1.49,1.54513,25.596551746455,2020
2020-09-21,39.26,1.33,1.37921,28.4655708702808,2020
2020-09-18,41.09,1.56,1.61772,25.3999456024528,2020
2020-09-17,40.99,1.65,1.71105,23.9560503784226,2020
2020-09-16,40.17,2.06,2.13622,18.8042430086789,2020
2020-09-15,38.29,2.19,2.27103,16.8601911907813,2020
2020-09-14,37.23,2.18,2.26066,16.4686419010378,2020
2020-09-11,37.33,1.93,2.00141,18.651850445436,2020
2020-09-10,37.25,2.13,2.20881,16.8642843884264,2020
2020-09-09,38.05,2.21,2.29177,16.6028877243353,2020
2020-09-08,36.87,2.35,2.43695,15.1295676973266,2020
2020-09-04,39.69,1.8,1.8666,21.2632594021215,2020
2020-09-03,41.39,2.32,2.40584,17.2039703388422,2020
2020-09-02,42.76,2.15,2.22955,19.1787580453455,2020
2020-09-01,42.76,2.22,2.30214,18.574022431303,2020
2020-08-31,42.61,2.3,2.3851,17.8650790323257,2020
2020-08-28,42.96,2.46,2.55102,16.8403226944516,2020
2020-08-27,42.88,2.52,2.61324,16.4087492920666,2020
2020-08-26,43.21,2.52,2.61324,16.5350293122714,2020
2020-08-25,43.17,2.54,2.63398,16.3896460869103,2020
2020-08-24,42.44,2.57,2.66509,15.9244153105524,2020
2020-08-21,42.32,2.39,2.47843,17.0753259119685,2020
2020-08-20,42.62,2.35,2.43695,17.4890744578264,2020
2020-08-19,42.91,2.43,2.51991,17.0283859344183,2020
2020-08-18,42.89,2.45,2.54065,16.8815067010411,2020
2020-08-17,42.89,2.32,2.40584,17.8274531972201,2020
2020-08-14,42.05,2.23,2.31251,18.1837051515453,2020
2020-08-13,42.26,2.19,2.27103,18.6082966759576,2020
2020-08-12,42.6,2.05,2.12585,20.0390432062469,2020
2020-08-11,41.53,2.19,2.27103,18.2868566245272,2020
2020-08-10,41.94,2.18,2.26066,18.5521042527404,2020
2020-08-07,41.16,2.15,2.22955,18.461124442152,2020
2020-08-06,41.93,2.26,2.34362,17.8911256944385,2020
2020-08-05,42.25,2.23,2.31251,18.2701912640378,2020
2020-08-04,41.67,2.07,2.14659,19.4121839755147,2020
2020-08-03,40.83,1.95,2.02215,20.1913804613901,2020
2020-07-31,40.1,1.83,1.89771,21.1307312497695,2020
2020-07-30,39.85,1.81,1.87697,21.2310266013841,2020
2020-07-29,41.13,1.77,1.83549,22.4081852802249,2020
2020-07-28,40.89,1.83,1.89771,21.547022463917,2020
2020-07-27,41.46,1.85,1.91845,21.6111965388725,2020
2020-07-24,41.23,1.77,1.83549,22.4626666448741,2020
2020-07-23,40.99,1.75,1.81475,22.5871332139413,2020
2020-07-22,41.88,1.69,1.75253,23.8968805098914,2020
2020-07-21,41.76,1.66,1.72142,24.2590419537359,2020
2020-07-20,40.83,1.71,1.77327,23.0252584208835,2020
2020-07-17,40.55,1.79,1.85623,21.8453532159269,2020
2020-07-16,40.74,1.79,1.85623,21.947711221131,2020
2020-07-15,41.2,1.76,1.82512,22.5738581572719,2020
2020-07-14,40.3,1.74,1.80438,22.3345415045611,2020
2020-07-13,40.06,1.75,1.81475,22.0746659319466,2020
2020-07-10,40.56,1.79,1.85623,21.8507404793587,2020
2020-07-09,39.64,1.88,1.94956,20.3327930404809,2020
2020-07-08,40.91,1.78,1.84586,22.1631109618281,2020
2020-07-07,40.59,1.76,1.82512,22.2396335583414,2020
2020-07-06,40.51,1.71,1.77327,22.8448008481506,2020
2020-07-01,39.88,1.69,1.75253,22.7556732267065,2020
2020-06-30,39.27,1.76,1.82512,21.516393442623,2020
2020-06-29,39.67,1.67,1.73179,22.9069344435526,2020
2020-06-26,38.53,1.42,1.47254,26.165672918902,2020
2020-06-25,38.66,1.53,1.58661,24.3664164476462,2020
2020-06-24,37.91,1.64,1.70068,22.2910835665734,2020
2020-06-23,40.4,1.61,1.66957,24.1978473499164,2020
2020-06-22,40.6,1.64,1.70068,23.8728038196486,2020
2020-06-19,39.72,1.49,1.54513,25.706574851307,2020
2020-06-18,38.79,1.51,1.56587,24.772171380766,2020
2020-06-17,37.91,1.55,1.60735,23.5854045478583,2020
2020-06-16,38.26,1.43,1.48291,25.8006217504771,2020
2020-06-15,37.07,1.64,1.70068,21.7971634875462,2020
2020-06-12,36.24,1.67,1.73179,20.9263247853377,2020
2020-06-11,36.43,1.77,1.83549,19.8475611417115,2020
2020-06-10,39.54,1.72,1.78364,22.1681505236483,2020
2020-06-09,38.98,1.68,1.74216,22.3745235799238,2020
2020-06-08,38.17,1.68,1.74216,21.9095835055334,2020
2020-06-05,39.49,1.8,1.8666,21.1561127183114,2020
2020-06-04,37.42,1.68,1.74216,21.4790834366534,2020
2020-06-03,37.33,1.84,1.90808,19.5641692172236,2020
2020-06-02,36.88,1.58,1.63846,22.5089413229496,2020
2020-06-01,35.49,1.59,1.64883,21.5243536325758,2020
2020-05-29,35.57,1.7,1.7629,20.1769811106699,2020
2020-05-28,33.67,1.79,1.85623,18.1389159748523,2020
2020-05-27,32.8,1.78,1.84586,17.7694949779507,2020
2020-05-26,34.7,1.79,1.85623,18.6938041083271,2020
2020-05-22,33.49,1.7,1.7629,18.9971070395371,2020
2020-05-21,34.3,1.75,1.81475,18.900675024108,2020
2020-05-20,33.56,1.83,1.89771,17.6844723377123,2020
2020-05-19,32.3,1.85,1.91845,16.8365086397873,2020
2020-05-18,31.83,1.77,1.83549,17.3414183678473,2020
2020-05-15,29.44,1.66,1.72142,17.1021598447793,2020
2020-05-14,27.4,1.6,1.6592,16.5139826422372,2020
2020-05-13,25.37,1.56,1.61772,15.6825655861336,2020
2020-05-12,25.76,1.61,1.66957,15.4291224686596,2020
2020-05-11,24.02,1.7,1.7629,13.6252765329854,2020
2020-05-08,24.73,1.74,1.80438,13.7055387446103,2020
2020-05-07,23.68,1.84,1.90808,12.4103811160958,2020
2020-05-06,23.88,1.9,1.9703,12.1199817286708,2020
2020-05-05,24.56,1.93,2.00141,12.2713486991671,2020
2020-05-04,20.47,1.78,1.84586,11.0896817743491,2020
2020-05-01,19.72,1.69,1.75253,11.2523038122029,2020
2020-04-30,19.23,1.63,1.69031,11.37661139081,2020
2020-04-29,15.04,1.73,1.79401,8.38345382690175,2020
2020-04-28,12.4,1.8,1.8666,6.64309439622844,2020
2020-04-27,12.17,1.68,1.74216,6.98558111769298,2020
2020-04-24,15.99,1.81,1.87697,8.519049318849,2020
2020-04-23,15.06,1.86,1.92882,7.80788253958379,2020
2020-04-22,13.64,1.9,1.9703,6.92280363396437,2020
2020-04-21,8.91,1.92,1.99104,4.47504821600772,2020
2020-04-17,18.31,1.71,1.77327,10.3255567398084,2020
2020-04-16,19.82,1.59,1.64883,12.0206449421711,2020
2020-04-15,19.96,1.68,1.74216,11.4570418331267,2020
2020-04-14,20.15,1.76,1.82512,11.0403699482774,2020
2020-04-13,22.36,1.86,1.92882,11.5925799193289,2020
2020-04-09,22.9,1.74,1.80438,12.6913399616489,2020
2020-04-08,24.97,1.86,1.92882,12.9457388455118,2020
2020-04-07,23.54,1.83,1.89771,12.4044242797899,2020
2020-04-06,26.21,1.64,1.70068,15.4114824658372,2020
2020-04-03,28.36,1.5,1.5555,18.2320797171328,2020
2020-04-02,25.18,1.55,1.60735,15.6655364419697,2020
2020-04-01,20.28,1.69,1.75253,11.5718418514947,2020
2020-03-31,20.51,1.71,1.77327,11.5662025523468,2020
2020-03-30,14.1,1.65,1.71105,8.24055404576138,2020
2020-03-27,15.48,1.7,1.7629,8.78098587554598,2020
2020-03-26,16.6,1.73,1.79401,9.25301419724528,2020
2020-03-25,20.75,1.8,1.8666,11.1164684453016,2020
2020-03-24,21.03,1.73,1.79401,11.7223426848234,2020
2020-03-23,23.33,1.7,1.7629,13.2338759997731,2020
2020-03-20,19.48,1.76,1.82512,10.6732707986324,2020
2020-03-19,25.09,1.68,1.74216,14.401662304266,2020
2020-03-18,20.48,1.73,1.79401,11.4157669132279,2020
2020-03-17,26.96,1.89,1.95993,13.755593312006,2020
2020-03-16,28.96,1.89,1.95993,14.7760379197216,2020
2020-03-13,31.72,1.94,2.01178,15.767131594906,2020
2020-03-12,31.56,1.82,1.88734,16.7219472908962,2020
2020-03-11,33.13,1.96,2.03252,16.299962607994,2020
2020-03-10,34.47,1.91,1.98067,17.403201946816,2020
2020-03-09,31.05,1.74,1.80438,17.2081268912313,2020
2020-03-06,41.14,1.76,1.82512,22.5409836065574,2020
2020-03-05,45.9,1.89,1.95993,23.4192037470726,2020
2020-03-04,46.78,1.83,1.89771,24.6507632883844,2020
2020-03-03,47.27,1.78,1.84586,25.6086593782844,2020
2020-03-02,46.78,1.75,1.81475,25.7776553244249,2020
2020-02-28,44.83,1.79,1.85623,24.151101964735,2020
2020-02-27,47.17,1.78,1.84586,25.5544840887175,2020
2020-02-26,48.67,1.96,2.03252,23.945643831303,2020
2020-02-25,49.78,1.93,2.00141,24.8724649122369,2020
2020-02-24,51.36,1.94,2.01178,25.5296304764935,2020
2020-02-21,53.36,1.96,2.03252,26.2531242004999,2020
2020-02-20,53.77,1.98,2.05326,26.1876235839592,2020
2020-02-19,53.31,2.01,2.08437,25.5760733459031,2020
2020-02-18,52.1,2.04,2.11548,24.6279804110651,2020
2020-02-14,52.03,1.93,2.00141,25.9966723459961,2020
2020-02-13,51.41,1.95,2.02215,25.4234354523651,2020
2020-02-12,51.13,1.91,1.98067,25.8144971146127,2020
2020-02-11,50,1.85,1.91845,26.0627068727358,2020
2020-02-10,49.59,1.85,1.91845,25.8489926763794,2020
2020-02-07,50.34,1.93,2.00141,25.1522676513058,2020
2020-02-06,50.94,1.86,1.92882,26.409929386879,2020
2020-02-05,50.87,1.89,1.95993,25.9550085972458,2020
2020-02-04,49.59,1.89,1.95993,25.3019240483079,2020
2020-02-03,50.06,1.9,1.9703,25.4072983809572,2020
2020-01-31,51.58,1.91,1.98067,26.0416929624824,2020
2020-01-30,52.19,1.94,2.01178,25.9422004394119,2020
2020-01-29,53.29,1.93,2.00141,26.6262285089012,2020
2020-01-28,53.33,1.96,2.03252,26.2383641981383,2020
2020-01-27,53.09,2.03,2.10511,25.2195847247887,2020
2020-01-24,54.09,1.91,1.98067,27.3089409139332,2020
2020-01-23,55.51,1.95,2.02215,27.4509803921569,2020
2020-01-22,56.76,1.89,1.95993,28.9602179669682,2020
2020-01-21,58.25,1.98,2.05326,28.3695196906383,2020
2020-01-17,58.55,2.07,2.14659,27.2758188568846,2020
2020-01-16,58.52,2.06,2.13622,27.3941822471468,2020
2020-01-15,57.86,2.01,2.08437,27.7589871280051,2020
2020-01-14,58.34,2.15,2.22955,26.1667152564419,2020
2020-01-13,58.17,2.03,2.10511,27.6327602833106,2020
2020-01-10,59.02,2.05,2.12585,27.763012442082,2020
2020-01-09,59.56,2.05,2.12585,28.0170284827246,2020
2020-01-08,59.65,2.09,2.16733,27.5223431595558,2020
2020-01-07,62.7,2.17,2.25029,27.863075425834,2020
2020-01-06,63.27,2.1,2.1777,29.0535886485742,2020
2020-01-03,63,2.06,2.13622,29.4913445244404,2020
2020-01-02,61.17,2.05,2.12585,28.7743726038996,2020
2019-12-31,61.14,2.09,2.16733,28.2098249920409,2019
2019-12-30,61.66,2.06,2.13622,28.8640683075713,2019
2019-12-27,61.76,1.75,1.81475,34.0322358451577,2019
2019-12-26,61.72,2.09,2.16733,28.4774353697868,2019
2019-12-24,61.17,2.11,2.18807,27.9561439990494,2019
2019-12-23,60.51,2.17,2.25029,26.8898675281853,2019
2019-12-20,60.43,2.27,2.35399,25.6713070148981,2019
2019-12-19,61.3,2.21,2.29177,26.747884822648,2019
2019-12-18,60.93,2.26,2.34362,25.9982420358249,2019
2019-12-17,60.88,2.3,2.3851,25.5251352144564,2019
2019-12-16,60.21,2.34,2.42658,24.8126993546473,2019
2019-12-13,60.11,2.28,2.36436,25.4233703835287,2019
2019-12-12,59.18,2.28,2.36436,25.0300292679626,2019
2019-12-11,58.74,2.28,2.36436,24.8439323960818,2019
2019-12-10,59.22,2.18,2.26066,26.1958896959295,2019
2019-12-09,58.99,2.17,2.25029,26.2143990330135,2019
2019-12-06,59.2,2.31,2.39547,24.7133130450392,2019
2019-12-05,58.42,2.42,2.50954,23.2791666998733,2019
2019-12-04,58.46,2.43,2.51991,23.1992412427428,2019
2019-12-03,56.15,2.42,2.50954,22.374618455972,2019
2019-12-02,55.97,2.29,2.37473,23.5689952120873,2019
2019-11-29,58.12,2.46,2.55102,22.783043645287,2019
2019-11-27,58.12,2.46,2.55102,22.783043645287,2019
2019-11-26,58.25,2.51,2.60287,22.379143022894,2019
2019-11-25,57.79,2.51,2.60287,22.20241502649,2019
2019-11-22,57.68,2.62,2.71694,21.2297658395106,2019
2019-11-21,58.36,2.53,2.62361,22.2441597645992,2019
2019-11-20,56.71,2.56,2.65472,21.3619515429123,2019
2019-11-19,54.93,2.53,2.62361,20.9368008202439,2019
2019-11-18,56.82,2.64,2.73768,20.7547996844043,2019
2019-11-15,57.54,2.7,2.7999,20.5507339547841,2019
2019-11-14,56.57,2.68,2.77916,20.3550713165129,2019
2019-11-13,56.88,2.66,2.75842,20.6205001413853,2019
2019-11-12,56.67,2.72,2.82064,20.0911849792955,2019
2019-11-08,57.02,2.87,2.97619,19.1587230653957,2019
2019-11-07,56.91,2.84,2.94508,19.3237535143358,2019
2019-11-06,56.15,2.82,2.92434,19.2009137104441,2019
2019-11-05,57.04,2.77,2.87249,19.857336317968,2019
2019-11-04,56.33,2.77,2.87249,19.6101640040522,2019
2019-11-01,56.04,2.54,2.63398,21.2757879710552,2019
2019-10-31,54.02,2.73,2.83101,19.0815292068908,2019
2019-10-30,54.85,2.71,2.81027,19.5176975877763,2019
2019-10-29,55.34,2.61,2.70657,20.4465430415618,2019
2019-10-28,55.6,2.49,2.58213,21.5326106741334,2019
2019-10-25,56.52,2.26,2.34362,24.1165376639558,2019
2019-10-24,56.11,2.33,2.41621,23.2223192520518,2019
2019-10-23,55.9,2.34,2.42658,23.0365370191793,2019
2019-10-22,54.21,2.21,2.29177,23.6542061376142,2019
2019-10-21,53.28,2.13,2.20881,24.1215858312847,2019
2019-10-18,53.75,2.08,2.15696,24.9193309101699,2019
2019-10-17,53.89,2.29,2.37473,22.6931061636481,2019
2019-10-16,53.42,2.44,2.53028,21.11228796813,2019
2019-10-15,52.81,2.29,2.37473,22.2383176192662,2019
2019-10-14,53.57,2.13,2.20881,24.2528782466577,2019
2019-10-11,54.76,2.13,2.20881,24.7916298821537,2019
2019-10-10,53.57,2.26,2.34362,22.8578011793721,2019
2019-10-09,52.63,2.26,2.34362,22.4567122656403,2019
2019-10-08,52.64,2.29,2.37473,22.1667305335765,2019
2019-10-07,52.76,2.36,2.44732,21.558275991697,2019
2019-10-04,52.84,2.25,2.33325,22.6465230901104,2019
2019-10-03,52.41,2.31,2.39547,21.8787962278801,2019
2019-10-02,52.67,2.36,2.44732,21.5215010705588,2019
2019-10-01,53.6,2.36,2.44732,21.9015085889871,2019
2019-09-30,54.09,2.37,2.45769,22.0084713694567,2019
2019-09-27,55.95,2.41,2.49917,22.3874326276324,2019
2019-09-26,56.24,2.57,2.66509,21.1024768394313,2019
2019-09-25,56.38,2.54,2.63398,21.4048701964328,2019
2019-09-24,57.22,2.55,2.64435,21.6385879327623,2019
2019-09-23,58.69,2.55,2.64435,22.1944901393537,2019
2019-09-20,57.92,2.34,2.42658,23.868984331858,2019
2019-09-19,58.19,2.65,2.74805,21.1750150106439,2019
2019-09-18,58.19,2.72,2.82064,20.6300697713994,2019
2019-09-17,59.26,2.7,2.7999,21.1650416086289,2019
2019-09-16,63.1,2.75,2.85175,22.126764267555,2019
2019-09-13,54.76,2.61,2.70657,20.2322496739416,2019
2019-09-12,55.13,2.62,2.71694,20.2912099641509,2019
2019-09-11,55.66,2.63,2.72731,20.4083877520341,2019
2019-09-10,57.37,2.67,2.76879,20.7202424163624,2019
2019-09-09,57.88,2.65,2.74805,21.0622077473117,2019
2019-09-06,56.45,2.49,2.58213,21.8617962689717,2019
2019-09-05,56.33,2.49,2.58213,21.815323008524,2019
2019-09-04,56.22,2.48,2.57176,21.860515755747,2019
2019-09-03,53.91,2.39,2.47843,21.7516734384267,2019
2019-08-30,55.07,2.33,2.41621,22.791893088763,2019
2019-08-29,56.67,2.36,2.44732,23.1559420100355,2019
2019-08-28,55.76,2.24,2.32288,24.0046838407494,2019
2019-08-27,54.99,2.24,2.32288,23.6731987877118,2019
2019-08-26,53.54,2.23,2.31251,23.1523323142386,2019
2019-08-23,54.08,2.15,2.22955,24.2560157879393,2019
2019-08-22,55.33,2.28,2.36436,23.4016816390059,2019
2019-08-21,55.65,2.31,2.39547,23.2313491715613,2019
2019-08-20,56.18,2.35,2.43695,23.0534069225877,2019
2019-08-19,56.24,2.26,2.34362,23.9970643705038,2019
2019-08-16,54.83,2.2,2.2814,24.0334882089945,2019
2019-08-15,54.51,2.19,2.27103,24.0023249362624,2019
2019-08-14,55.16,2.22,2.30214,23.9603151850018,2019
2019-08-13,57.05,2.24,2.32288,24.5600289296046,2019
2019-08-12,54.98,2.21,2.29177,23.9901909877518,2019
2019-08-09,54.41,2.09,2.16733,25.1046218157826,2019
2019-08-08,52.6,2.13,2.20881,23.8137277538584,2019
2019-08-07,51.14,2.18,2.26066,22.6217122433272,2019
2019-08-06,53.6,2.15,2.22955,24.0407257069812,2019
2019-08-05,54.63,2.02,2.09474,26.0796089252127,2019
2019-08-02,55.67,2.12,2.19844,25.3225014100908,2019
2019-08-01,53.64,2.36,2.44732,21.9178529983819,2019
2019-07-31,58.53,2.28,2.36436,24.7551134345024,2019
2019-07-30,58.04,2.22,2.30214,25.2113251148931,2019
2019-07-29,56.85,2.23,2.31251,24.5836774759893,2019
2019-07-26,56.04,2.23,2.31251,24.2334087203947,2019
2019-07-25,55.88,2.26,2.34362,23.8434558503512,2019
2019-07-24,55.9,2.33,2.41621,23.1354062767723,2019
2019-07-23,56.58,2.34,2.42658,23.3167668076058,2019
2019-07-22,55.87,2.33,2.41621,23.1229901374467,2019
2019-07-19,55.42,2.3,2.3851,23.2359230220955,2019
2019-07-18,55.08,2.38,2.46806,22.3171235707398,2019
2019-07-17,56.5,2.44,2.53028,22.3295445563337,2019
2019-07-16,57.44,2.53,2.62361,21.8934978903114,2019
2019-07-15,59.3,2.53,2.62361,22.6024447231105,2019
2019-07-12,59.99,2.54,2.63398,22.7754197070593,2019
2019-07-11,59.93,2.54,2.63398,22.7526404908162,2019
2019-07-10,60.28,2.49,2.58213,23.3450678315964,2019
2019-07-09,57.57,2.41,2.49917,23.0356478350813,2019
2019-07-08,57.35,2.39,2.47843,23.1396488906283,2019
2019-07-03,57.06,2.29,2.37473,24.0279947615097,2019
2019-07-02,56,2.3,2.3851,23.4790994088298,2019
2019-07-01,58.91,2.33,2.41621,24.3811589224447,2019
2019-06-28,58.2,2.42,2.50954,23.1915012313014,2019
2019-06-27,59.18,2.32,2.40584,24.5984770392046,2019
2019-06-26,59.17,2.34,2.42658,24.3841126194067,2019
2019-06-25,57.63,2.31,2.39547,24.0579093038109,2019
2019-06-24,57.73,2.31,2.39547,24.0996547650357,2019
2019-06-21,57.35,2.27,2.35399,24.3628902416748,2019
2019-06-20,56.88,2.38,2.46806,23.0464413344894,2019
2019-06-19,53.74,2.43,2.51991,21.3261584739138,2019
2019-06-18,53.86,2.44,2.53028,21.2861817664448,2019
2019-06-17,51.94,2.46,2.55102,20.3604832576773,2019
2019-06-14,52.47,2.37,2.45769,21.3493158209538,2019
2019-06-13,52.38,2.43,2.51991,20.7864566591664,2019
2019-06-12,51.13,2.43,2.51991,20.2904071970824,2019
2019-06-11,53.3,2.41,2.49917,21.3270805907561,2019
2019-06-10,53.33,2.42,2.50954,21.2509065406409,2019
2019-06-07,53.95,2.43,2.51991,21.4094947835439,2019
2019-06-06,52.59,2.4,2.4888,21.1306653809065,2019
2019-06-05,51.57,2.45,2.54065,20.2979552476728,2019
2019-06-04,53.5,2.45,2.54065,21.0576033692165,2019
2019-06-03,53.25,2.5,2.5925,20.5400192864031,2019
2019-05-31,53.49,2.59,2.68583,19.9156312946091,2019
2019-05-30,56.47,2.69,2.78953,20.2435535735411,2019
2019-05-29,58.84,2.69,2.78953,21.0931590626378,2019
2019-05-28,58.91,2.65,2.74805,21.4370189770928,2019
2019-05-24,58.4,2.6,2.6962,21.660114234849,2019
2019-05-23,57.65,2.56,2.65472,21.7160378495661,2019
2019-05-22,61.42,2.73,2.83101,21.6954373174238,2019
2019-05-21,63.02,2.73,2.83101,22.2606066386201,2019
2019-05-20,63.12,2.7,2.7999,22.5436622736526,2019
2019-05-17,62.77,2.61,2.70657,23.1917149750422,2019
2019-05-16,62.93,2.62,2.71694,23.162086759369,2019
2019-05-15,62.03,2.69,2.78953,22.2367208812954,2019
2019-05-14,61.82,2.7,2.7999,22.079359977142,2019
2019-05-13,60.97,2.71,2.81027,21.695424283076,2019
2019-05-10,61.65,2.64,2.73768,22.5190672394144,2019
2019-05-09,61.58,2.62,2.71694,22.6652042371197,2019
2019-05-08,62.13,2.64,2.73768,22.6943981765583,2019
2019-05-07,61.41,2.54,2.63398,23.3145278248126,2019
2019-05-06,62.3,2.54,2.63398,23.6524195324186,2019
2019-05-03,61.98,2.59,2.68583,23.0766653138881,2019
2019-05-02,61.75,2.63,2.72731,22.6413572347845,2019
2019-05-01,63.55,2.59,2.68583,23.6612145966052,2019
2019-04-30,63.83,2.59,2.68583,23.7654654240961,2019
2019-04-29,63.39,2.58,2.67546,23.6931219304344,2019
2019-04-26,63.29,2.58,2.67546,23.6557451802681,2019
2019-04-25,65.23,2.54,2.63398,24.76480459229,2019
2019-04-24,65.96,2.53,2.62361,25.1409317695847,2019
2019-04-23,66.24,2.53,2.62361,25.2476549487157,2019
2019-04-22,65.66,2.61,2.70657,24.2594870999087,2019
2019-04-18,64.02,2.54,2.63398,24.3054237313875,2019
2019-04-17,63.74,2.55,2.64435,24.1042222096167,2019
2019-04-16,64.01,2.66,2.75842,23.2053131865343,2019
