date,region,new_BBL,retired_BBL,new_MCF,retired_MCF
2018-09-01T00:00:00Z,Permian,349559.492185,243550.21,710738.7395,350985.29
2018-10-01T00:00:00Z,Permian,348751.479936,251287.25,714158.58824,359783.54
2018-11-01T00:00:00Z,Permian,346405.0002,258812.76,718100.2528,370126.13
2018-12-01T00:00:00Z,Permian,341675.428215,265792.64,716947.11295,381198.21
2019-01-01T00:00:00Z,Permian,344421.731985,272991.04,728656.51645,391723.94
2019-02-01T00:00:00Z,Permian,341424.510425,280101.52,725672.9755,399269.96
2019-03-01T00:00:00Z,Permian,336550.786029,286124.14,716625.91988,405020.63
2019-04-01T00:00:00Z,Permian,347297.221194,291740.07,735982.03602,412327.08
2019-05-01T00:00:00Z,Permian,357229.088125,295663.81,743005.51325,420656.27
2019-06-01T00:00:00Z,Permian,363962.225458,297660.35,736244.12056,429962.43
2019-07-01T00:00:00Z,Permian,375040.555218,296900.48,740848.50819,439077.94
2019-08-01T00:00:00Z,Permian,379731.918738,293537.5,737287.59,448145.42
2019-09-01T00:00:00Z,Permian,369649.823012,287140.94,711874.70662,456312.79
2019-10-01T00:00:00Z,Permian,377356.458864,278573.49,711748.14986,463020.36
2019-11-01T00:00:00Z,Permian,377308.331784,267826.3,714299.0232,468784.08
2019-12-01T00:00:00Z,Permian,373643.791938,255871.17,715474.4142,472863.29
2020-01-01T00:00:00Z,Permian,363674.916744,242998.3,710944.50936,475306.69
2020-02-01T00:00:00Z,Permian,352078.09725,228960.52,703980.0856,476102.4
2020-03-01T00:00:00Z,Permian,336575.263365,215362.74,672076.57365,476043.99
2020-04-01T00:00:00Z,Permian,223635.56397,613783.81,446557.5465,1423371.5
2020-05-01T00:00:00Z,Permian,134630.1054,951219.29,268830.63,2242694
2020-06-01T00:00:00Z,Permian,112079.562705,-81504.4147,223801.4988,-809590.702
2020-07-01T00:00:00Z,Permian,106890.694125,8862.9422,213440.31875,-175632.505
2020-08-01T00:00:00Z,Permian,123061.11747,80880.649,241529.06439,36563.161
2020-09-01T00:00:00Z,Permian,145152.08864,127492.49,277581.69544,241262.82
2020-10-01T00:00:00Z,Permian,168142.30671,152665.15,321547.05499,362660.46
2020-11-01T00:00:00Z,Permian,201833.98005,168046.49,392722.58395,399753.68
2020-12-01T00:00:00Z,Permian,222473.1316,192925.04,429866.539,441603.43
2021-01-01T00:00:00Z,Permian,240892.5996,210907.09,458440.0196,446780.22
2021-02-01T00:00:00Z,Permian,259044.18113,641031.9,512602.84957,2031964.3
2021-03-01T00:00:00Z,Permian,277100.70965,-533300.973,526617.3622,-1740601.39
2021-04-01T00:00:00Z,Permian,285639.2775,226371.39,534577.85775,425173.03
2021-05-01T00:00:00Z,Permian,290323.76142,230905.87,540600.76686,463269.84
2021-06-01T00:00:00Z,Permian,292397.5045,234999.3,541712.3932,472731.39
2021-07-01T00:00:00Z,Permian,296184.98508,236791.03,548178.36348,475807.82
2021-08-01T00:00:00Z,Permian,303640.4199,240447,561412.6269,485493.21
2021-09-01T00:00:00Z,Permian,314719.5904,243729.05,581313.10848,486801.56
